,disease,hist_lncRNA,pre_hist_lncRNA,value,len_hist_disease,len_pre_hist_lncRNA
10,Acute myeloid leukemia with mixed lineage leukemia,"['CCDC18-AS1', 'NEAT1', 'OIP5-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG20', 'LINC00662', 'PURPL', 'HCG18', 'XIST', 'JPX', 'LINC00893', 'LINC00894', 'FENDRR']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'LINC02397', 'CEROX1', 'RASA3-IT1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'LINC01783', 'DISP1', 'MELTF-AS1', 'CHROMR', 'LINC02820', 'MIR3936HG', 'LINC00242', 'SORL1-AS1', 'THUMPD3-AS1', 'GNAS-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'PRMT5-DT', 'KTN1-AS1', 'HOXA10-AS', 'PRR7-AS1', 'MEG8', 'LINC01689', 'LINC-PINT', 'LINC00882', 'MAP4K3-DT', 'LINC01915', 'LINC00511', 'TTC28-AS1', 'SNHG15', 'TSPOAP1-AS1', 'SNHG29', 'RNF139-DT', 'FGD5-AS1', 'LINC00525', 'PSMA3-AS1', 'SCARNA9', 'LINC00960', 'ZNF790-AS1', 'LINC02891', 'LINC01227']",1,13,50
11,Acute myocardial infarction,"['LINC00339', 'WAC-AS1', 'LINC00863', 'C10orf95-AS1', 'PSMA3-AS1', 'OIP5-AS1', 'RBFADN', 'LINC00313', 'THUMPD3-AS1', 'FGD5-AS1', 'HCG18', 'HOXA-AS3', 'MAGI2-AS3', 'LINC00689', 'CCDC144NL-AS1']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'DLG1-AS1', 'LEMD1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'LINC02802', 'ALDH1A3-AS1', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'RAB30-DT', 'MIR600HG', 'LINC01070', 'ZNF503-AS2', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'SNHG5', 'AP1AR-DT', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'H1-10-AS1', 'LINC01679', 'LINC00649', 'NIFK-AS1', 'LINC02466', 'TOB1-AS1', 'GIHCG', 'LINC02086', 'LINC00485', 'EDRF1-DT', 'ZNF213-AS1', 'ZRANB2-AS2', 'HCG17']",0,15,50
12,Acute myocarditis,"['LINC01772', 'LINC00339', 'LINC02802', 'LEMD1-AS1', 'NUTM2B-AS1', 'NUTM2A-AS1', 'H19', 'NINJ2-AS1', 'C1RL-AS1', 'HOTAIR', 'LINC01089', 'MIR17HG', 'DHRS4-AS1', 'OIP5-AS1', 'ZNF407-AS1', 'A1BG-AS1', 'CYTOR', 'TTN-AS1', 'LINC02891', 'NUP50-DT', 'LINC02085', 'CTBP1-DT', 'UBA6-DT', 'HCG18', 'HOTAIRM1', 'HOXA11-AS', 'LINC00174', 'XIST']","['LINC00630', 'RASA3-IT1', 'MUC20-OT1', 'CEROX1', 'DISP1', 'AGBL4-IT1', 'TMPO-AS1', 'KRTAP5-AS1', 'SORL1-AS1', 'ESAM-AS1', 'SNHG12', 'LINC02397', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'GNAS-AS1', 'LINC01783', 'MEG8', 'THUMPD3-AS1', 'LINC02820', 'LINC00242', 'KTN1-AS1', 'ATP6V1B1-AS1', 'HOXA10-AS', 'LINC01703', 'SNHG6', 'LINC01915', 'OXR1', 'SNHG20', 'LINC01689', 'CHROMR', 'PCF11-AS1', 'PRMT5-DT', 'LINC00882', 'LINC02616', 'SNHG29', 'MAP4K3-DT', 'LINC00661', 'LINC00511', 'LINC01224', 'LINC00960', 'TSPOAP1-AS1', 'FGD5-AS1', 'TTC28-AS1', 'LINC-PINT', 'PSMA3-AS1', 'SCARNA9', 'SNHG15', 'LINC00525', 'CASC8']",0,28,50
13,Acute promyelocytic leukemia,"['LINC01654', 'PINK1-AS', 'LINC00339', 'SNHG12', 'ERI3-IT1', 'CCDC18-AS1', 'TDRKH-AS1', 'GAS5', 'RASAL2-AS1', 'MIR181A1HG', 'NUTM2B-AS1', 'NUTM2A-AS1', 'EDRF1-DT', 'H19', 'SNHG1', 'NEAT1', 'SCARNA9', 'ESAM-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'HOTAIR', 'LINC02457', 'LINC00173', 'INTS6-AS1', 'MIR17HG', 'PRMT5-DT', 'ZFHX2-AS1', 'DHRS4-AS1', 'G2E3-AS1', 'KTN1-AS1', 'MEG8', 'OIP5-AS1', 'EIF3J-DT', 'IQCH-AS1', 'ALDH1A3-AS1', 'RAMP2-AS1', 'LINC02086', 'TOB1-AS1', 'TSPOAP1-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00511', 'SNHG16', 'SNHG20', 'ZNF407-AS1', 'LINC00661', 'LINC00662', 'TMEM147-AS1', 'LINC00665', 'ZNF790-AS1', 'ZNF793-AS1', 'IGFL2-AS1', 'CARD8-AS1', 'MZF1-AS1', 'ATP6V1B1-AS1', 'CYTOR', 'TEX41', 'CERS6-AS1', 'HAGLR', 'TTN-AS1', 'PELATON', 'MIR646HG', 'LINC00649', 'LINC00313', 'TRPM2-AS', 'MCM3AP-AS1', 'TTC28-AS1', 'LINC00899', 'THUMPD3-AS1', 'FGD5-AS1', 'MAGI1-IT1', 'LINC00960', 'DUBR', 'DLG1-AS1', 'CTBP1-DT', 'NOP14-AS1', 'LINC02616', 'UBA6-DT', 'TENM3-AS1', 'LINC01194', 'ZBED3-AS1', 'CKMT2-AS1', 'TICAM2-AS1', 'LINC01184', 'LINC02202', 'HCG17', 'HCG18', 'HCP5', 'SCIRT', 'TRAF3IP2-AS1', 'PSMG3-AS1', 'HOTAIRM1', 'HOXA-AS2', 'HOXA11-AS', 'GARS1-DT', 'MAGI2-AS3', 'LINC01393', 'EPHA1-AS1', 'GASAL1', 'OXR1', 'RNF139-DT', 'PVT1', 'ZNF252P-AS1', 'EBLN3P', 'FAM201A', 'LINC00963', 'SNHG7', 'XIST', 'LINC00630', 'LINC00893', 'LINC00894', 'DDX19A-DT', 'FENDRR', 'MIR497HG', 'COX10-AS1', 'SNHG29', 'ERVK13-1']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'DISP1', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'MEG8', 'PRMT5-DT', 'HOXA10-AS', 'LINC01689', 'LINC00882', 'LINC01915', 'PRR7-AS1', 'LINC-PINT', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG15', 'SNHG29', 'TSPOAP1-AS1', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'SCARNA9', 'LINC00960', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",20,116,50
14,Adenocarcinoma gastric,"['LINC01641', 'NUTM2A-AS1', 'LMNTD2-AS1', 'NEAT1', 'SORL1-AS1', 'FMNL1-DT', 'LINC00662', 'PCBP1-AS1', 'GNAS-AS1', 'CKMT2-AS1', 'NR2F1-AS1', 'HCG18', 'SNHG7', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'KRTAP5-AS1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'DISP1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'RNF139-DT', 'PSMA3-AS1', 'LINC00525', 'LINC01703', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",2,14,50
15,Adenocarcinoma lung,"['LINC01641', 'NUTM2A-AS1', 'LMNTD2-AS1', 'NEAT1', 'SORL1-AS1', 'FMNL1-DT', 'LINC00662', 'PCBP1-AS1', 'GNAS-AS1', 'CKMT2-AS1', 'NR2F1-AS1', 'HCG18', 'SNHG7', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'KRTAP5-AS1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'DISP1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'LINC01703', 'RNF139-DT', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",2,14,50
16,Adenocarcinoma of esophagus,"['LINC01128', 'LINC01783', 'SNHG12', 'LINC00944', 'SNHG14', 'OIP5-AS1', 'FMNL1-DT', 'LINC01915', 'LINC00662', 'CATIP-AS1', 'LINC00313', 'TENM3-AS1', 'PURPL', 'NR2F1-AS1', 'MIR3936HG', 'SNHG5', 'DAPK1-IT1', 'MIR600HG', 'LINC00963', 'XIST', 'SNHG29']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLG1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'LINC02802', 'ALDH1A3-AS1', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'MIR600HG', 'LINC01070', 'RAB30-DT', 'ZNF503-AS2', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'SNHG5', 'AP1AR-DT', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'H1-10-AS1', 'LINC02466', 'LINC01679', 'LINC00649', 'NIFK-AS1', 'GIHCG', 'TOB1-AS1', 'LINC00485', 'LINC02086', 'EDRF1-DT', 'ZRANB2-AS2', 'ZNF213-AS1', 'HCG17']",4,21,50
17,Adenocarcinoma pancreatic ductal,"['MATN1-AS1', 'LINC00641', 'OIP5-AS1', 'GARS1-DT', 'XIST', 'LINC00894']","['LINC00630', 'RASA3-IT1', 'MUC20-OT1', 'CEROX1', 'AGBL4-IT1', 'TMPO-AS1', 'DISP1', 'KRTAP5-AS1', 'SORL1-AS1', 'ESAM-AS1', 'SNHG12', 'LINC02397', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'LINC01783', 'GNAS-AS1', 'LINC02820', 'LINC00242', 'THUMPD3-AS1', 'MEG8', 'ATP6V1B1-AS1', 'CHROMR', 'KTN1-AS1', 'SNHG20', 'SNHG6', 'OXR1', 'HOXA10-AS', 'LINC01915', 'PCF11-AS1', 'LINC01689', 'LINC01703', 'PRMT5-DT', 'LINC00882', 'MAP4K3-DT', 'SNHG29', 'LINC00511', 'LINC-PINT', 'TTC28-AS1', 'TSPOAP1-AS1', 'LINC02616', 'LINC00661', 'FGD5-AS1', 'LINC00960', 'PRR7-AS1', 'PSMA3-AS1', 'SNHG15', 'SCARNA9', 'LINC00525', 'LINC01224']",0,6,50
18,Adenoma,"['NUTM2A-AS1', 'OLMALINC', 'NEAT1', 'PCF11-AS1', 'ANKRD42-DT', 'KLRK1-AS1', 'G2E3-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG16', 'LINC00665', 'HOXA11-AS', 'CDKN2B-AS1', 'LINC00963', 'XIST', 'LINC00894']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'CHROMR', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC01703', 'LINC00960', 'PSMA3-AS1', 'RNF139-DT', 'LINC00525', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",1,15,50
19,Adrenocortical cancer,"['LINC00339', 'SNHG12', 'ERI3-IT1', 'RASAL2-AS1', 'NUTM2B-AS1', 'NUTM2A-AS1', 'EDRF1-DT', 'SNHG1', 'ESAM-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'G2E3-AS1', 'MEG8', 'IQCH-AS1', 'ALDH1A3-AS1', 'LINC00511', 'SNHG16', 'LINC00662', 'MZF1-AS1', 'TEX41', 'CERS6-AS1', 'TTN-AS1', 'LINC00649', 'TRPM2-AS', 'MCM3AP-AS1', 'FGD5-AS1', 'DLG1-AS1', 'CTBP1-DT', 'UBA6-DT', 'TENM3-AS1', 'LINC01184', 'HCG17', 'HCG18', 'TRAF3IP2-AS1', 'GARS1-DT', 'RNF139-DT', 'PVT1', 'XIST', 'LINC00894', 'FENDRR', 'MIR497HG', 'ERVK13-1']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'MEG8', 'KTN1-AS1', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'LINC01703', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",6,42,50
20,Adrenocortical carcinoma,"['LINC00339', 'SNHG12', 'ERI3-IT1', 'RASAL2-AS1', 'LINC01641', 'NUTM2B-AS1', 'NUTM2A-AS1', 'EDRF1-DT', 'LMNTD2-AS1', 'SNHG1', 'NEAT1', 'SORL1-AS1', 'ESAM-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'G2E3-AS1', 'MEG8', 'IQCH-AS1', 'ALDH1A3-AS1', 'FMNL1-DT', 'LINC00511', 'SNHG16', 'LINC00662', 'MZF1-AS1', 'PCBP1-AS1', 'TEX41', 'CERS6-AS1', 'TTN-AS1', 'GNAS-AS1', 'LINC00649', 'TRPM2-AS', 'MCM3AP-AS1', 'FGD5-AS1', 'DLG1-AS1', 'CTBP1-DT', 'UBA6-DT', 'TENM3-AS1', 'CKMT2-AS1', 'NR2F1-AS1', 'LINC01184', 'HCG17', 'HCG18', 'TRAF3IP2-AS1', 'GARS1-DT', 'RNF139-DT', 'PVT1', 'SNHG7', 'XIST', 'LINC00894', 'FENDRR', 'MIR497HG', 'ERVK13-1']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'KRTAP5-AS1', 'CEROX1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'CHROMR', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC01703', 'PSMA3-AS1', 'LINC00960', 'RNF139-DT', 'LINC00525', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",8,52,50
21,Adrenoleukodystrophy,"['SNHG3', 'GAS5', 'H19', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG16', 'FGD5-AS1', 'HCG18', 'HOXA10-AS', 'UBR5-DT', 'XIST']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'CEROX1', 'RASA3-IT1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'DISP1', 'LINC01783', 'MELTF-AS1', 'CHROMR', 'LINC02820', 'SORL1-AS1', 'MIR3936HG', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'PRMT5-DT', 'MEG8', 'HOXA10-AS', 'LINC01689', 'LINC00882', 'PRR7-AS1', 'LINC-PINT', 'LINC01915', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG15', 'TSPOAP1-AS1', 'SNHG29', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'LINC00960', 'PSMA3-AS1', 'SCARNA9', 'ZNF790-AS1', 'LINC01703', 'LINC00661']",2,10,50
22,Adult T cell leukemia,['SNHG15'],"['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'DISP1', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'PRR7-AS1', 'LINC-PINT', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'LINC00960', 'SCARNA9', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",1,1,50
23,Aggressive squamous cell carcinoma,"['GAS5', 'PSMA3-AS1', 'SNHG16', 'MCM3AP-AS1', 'THAP9-AS1', 'TENM3-AS1', 'SNHG5', 'OXR1', 'LINC02878', 'LINC00894']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'NR2F1-AS1', 'RASSF8-AS1', 'DLG1-AS1', 'ALDH1A3-AS1', 'GAS5', 'ENTPD1-AS1', 'LINC00663', 'LINC02802', 'ERVK13-1', 'NUP50-DT', 'OLMALINC', 'LINC00461', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'ZNF503-AS2', 'LINC01070', 'ZNF407-AS1', 'AP1AR-DT', 'MIR600HG', 'EPHA1-AS1', 'LINC01806', 'LINC02466', 'MIR133A1HG', 'JPX', 'SNHG5', 'RAB30-DT', 'LINC00485', 'COL4A2-AS2', 'CCDC18-AS1', 'EIF3J-DT', 'HCG17', 'ZRANB2-AS2', 'SP2-AS1', 'SOX9-AS1', 'PURPL', 'GIHCG', 'H1-10-AS1', 'NUTM2B-AS1', 'ZNF213-AS1', 'EDRF1-DT', 'MIR124-1HG']",3,10,50
24,Agressive prostate cancer,"['SNHG1', 'IQCH-AS1', 'PAX8-AS1', 'LINC00852', 'MUC20-OT1', 'JPX', 'SNHG29', 'CCDC144NL-AS1']","['LINC00630', 'RASA3-IT1', 'MUC20-OT1', 'CEROX1', 'DISP1', 'AGBL4-IT1', 'SORL1-AS1', 'TMPO-AS1', 'KRTAP5-AS1', 'ESAM-AS1', 'SNHG12', 'LINC02397', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'GNAS-AS1', 'LINC01783', 'MEG8', 'THUMPD3-AS1', 'LINC01703', 'LINC02820', 'LINC00242', 'KTN1-AS1', 'HOXA10-AS', 'ATP6V1B1-AS1', 'LINC01915', 'SNHG6', 'LINC01689', 'OXR1', 'SNHG20', 'PCF11-AS1', 'CHROMR', 'LINC02616', 'LINC00882', 'PRMT5-DT', 'SNHG29', 'LINC01224', 'LINC00661', 'MAP4K3-DT', 'LINC00511', 'LINC00960', 'TSPOAP1-AS1', 'FGD5-AS1', 'TTC28-AS1', 'LINC-PINT', 'PSMA3-AS1', 'SCARNA9', 'CASC8', 'LHX1-DT', 'SNHG15']",2,8,50
25,Aldh1+ cancer stem cells,"['NUTM2A-AS1', 'OLMALINC', 'NEAT1', 'PCF11-AS1', 'ANKRD42-DT', 'KLRK1-AS1', 'G2E3-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG16', 'LINC00665', 'HOXA11-AS', 'CDKN2B-AS1', 'LINC00963', 'XIST', 'LINC00894']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'GNAS-AS1', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'LINC01703', 'FGD5-AS1', 'PSMA3-AS1', 'LINC00960', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",1,15,50
