miRNA,disease
hsa-miR-449a,Alzheimer disease
hsa-miR-449a,Lung cancer
hsa-miR-449a,Lung neoplasms
hsa-miR-449a,Breast cancer
hsa-miR-449a,Neoplasms
hsa-miR-449a,Hepatitis C
hsa-miR-449a,Hepatitis c virus infection
hsa-miR-449a,Colon cancer
hsa-miR-449a,Colon neoplasms
hsa-miR-449a,Liver cancer
hsa-miR-449a,Adenocarcinoma gastric
hsa-miR-449a,Gastric adenocarcinoma
hsa-miR-449a,Pulmonary fibrosis
hsa-miR-449a,Carcinoma lung non-small-cell
hsa-miR-449a,Non-small cell lung cancer
hsa-miR-449a,Adenocarcinoma lung
hsa-miR-449a,Adrenocortical carcinoma
hsa-miR-449a,Carcinoma adrenocortical
hsa-miR-449a,Hepatocellular carcinoma
hsa-miR-449a,Neuroblastoma
hsa-miR-449a,Salivary gland cancer
hsa-miR-449a,Salivary gland neoplasms
hsa-miR-449a,Colorectal cancer
hsa-miR-551a,Gastric neoplasms
hsa-miR-143-3p,Diffuse large b cell lymphoma
hsa-miR-143-3p,Colorectal carcinoma
hsa-miR-143-3p,Prostate cancer
hsa-miR-143-3p,B-cell malignancy
hsa-miR-143-3p,Gastric cancer
hsa-miR-143-3p,Stomach cancer
hsa-miR-143-3p,Alzheimer disease
hsa-miR-143-3p,Bladder cancer
hsa-miR-143-3p,Urinary bladder cancer
hsa-miR-143-3p,Duchenne muscular dystrophy
hsa-miR-143-3p,Breast cancer
hsa-miR-143-3p,Breast neoplasms
hsa-miR-143-3p,Squamous cell carcinoma
hsa-miR-143-3p,Vascular diseases
hsa-miR-143-3p,Pancreatic cancer
hsa-miR-143-3p,Atherosclerosis
hsa-miR-143-3p,Colon cancer
hsa-miR-143-3p,Multiple sclerosis relapsing-remitting
hsa-miR-143-3p,Glioma
hsa-miR-143-3p,Malignant glioma
hsa-miR-143-3p,Amyotrophic lateral sclerosis
hsa-miR-143-3p,Osteosarcoma
hsa-miR-143-3p,Cervical squamous cell carcinoma
hsa-miR-143-3p,Cervical cancer
hsa-miR-143-3p,T-cell leukemia
hsa-miR-143-3p,T-cell leukemia jurkat cells
hsa-miR-143-3p,Burkitt lymphoma
hsa-miR-143-3p,Degenerative disc disease
hsa-miR-143-3p,Colorectal cancer
hsa-miR-143-3p,Obesity
hsa-miR-143-3p,Esophageal squamous cell carcinoma
hsa-miR-143-3p,Uterine cervical neoplasms
hsa-miR-143-3p,Fever
hsa-miR-143-3p,Stroke lacunar
hsa-miR-33a-5p,Alzheimer disease
hsa-miR-33a-5p,Japanese encephalitis
hsa-miR-33a-5p,Myotonic dystrophy
hsa-miR-33a-5p,Lung cancer bone metastasis
hsa-miR-33a-5p,Glioma
hsa-miR-33a-5p,Malignant glioma
hsa-miR-33a-5p,Hepatocellular carcinoma
hsa-miR-33b-5p,Medulloblastoma
hsa-miR-33b-5p,Multiple myeloma
hsa-miR-33b-5p,Obesity
hsa-miR-30a-5p,Multiple sclerosis chronic progressive
hsa-miR-30a-5p,Triple negative breast cancer
hsa-miR-30a-5p,Thyroid carcinoma anaplastic
hsa-miR-30a-5p,Gastric cancer
hsa-miR-30a-5p,Stomach cancer
hsa-miR-30a-5p,Alzheimer disease
hsa-miR-30a-5p,Uterine fibroid
hsa-miR-30a-5p,Breast cancer
hsa-miR-30a-5p,Thyroid cancer
hsa-miR-30a-5p,Glioma
hsa-miR-30a-5p,Malignant glioma
hsa-miR-30a-5p,Osteosarcoma
hsa-miR-30a-5p,Liver cancer
hsa-miR-30a-5p,Non-small cell lung cancer
hsa-miR-30a-5p,Bladder urothelial carcinoma
hsa-miR-30a-5p,Hepatocellular carcinoma
hsa-miR-30a-5p,Osteoarthritis
hsa-miR-30a-5p,Cardiomegaly
hsa-miR-30a-5p,Glomerular disease
hsa-miR-30b-5p,Glomerulosclerosis
hsa-miR-30b-5p,Medulloblastoma
hsa-miR-30b-5p,Alzheimer disease
hsa-miR-30b-5p,Hypertension
hsa-miR-30b-5p,Cardiovascular disease
hsa-miR-30b-5p,Breast cancer
hsa-miR-30b-5p,Breast neoplasms
hsa-miR-30b-5p,Melanoma
hsa-miR-30b-5p,Amyotrophic lateral sclerosis
hsa-miR-30b-5p,Carcinoma lung non-small-cell
hsa-miR-30b-5p,Non-small cell lung cancer
hsa-miR-30b-5p,Cardiomegaly
hsa-miR-30b-5p,Stroke
hsa-miR-30c-5p,Glomerulosclerosis
hsa-miR-30c-5p,Medulloblastoma
hsa-miR-30c-5p,Prostate cancer
hsa-miR-30c-5p,Alzheimer disease
hsa-miR-30c-5p,Bladder cancer
hsa-miR-30c-5p,Cerebellar disease
hsa-miR-30c-5p,Glioblastoma
hsa-miR-30c-5p,malignant glioma
hsa-miR-30c-5p,Carcinoma lung non-small-cell
hsa-miR-30c-5p,Non-small cell lung adenocarcinoma
hsa-miR-30c-5p,Non-small cell lung cancer
hsa-miR-30c-5p,Aortic valve disease
hsa-miR-30c-5p,Colorectal cancer
hsa-miR-30c-5p,Diabetic nephropathies
hsa-miR-30c-5p,Cardiac hypertrophy
hsa-miR-30c-5p,Sclerosis
hsa-miR-30c-5p,Cerebellar neurodegeneration
hsa-miR-30d-5p,Multiple sclerosis chronic progressive
hsa-miR-30d-5p,Glomerulosclerosis
hsa-miR-30d-5p,Anaplastic thyroid carcinoma
hsa-miR-30d-5p,Thyroid carcinoma anaplastic
hsa-miR-30d-5p,Chronic lymphocytic leukemia
hsa-miR-30d-5p,Alzheimer disease
hsa-miR-30d-5p,Cardiovascular disease
hsa-miR-30d-5p,Colon cancer
hsa-miR-30d-5p,Multiple sclerosis relapsing-remitting
hsa-miR-30d-5p,Relapsing-remitting multiple sclerosis
hsa-miR-30d-5p,Hepatocellular carcinoma
hsa-miR-30d-5p,Cardiomegaly
hsa-miR-30e-5p,Alzheimer disease
hsa-miR-30e-5p,Bladder cancer
hsa-miR-30e-5p,Urinary bladder cancer
hsa-miR-30e-5p,Hepatocellular carcinoma
hsa-miR-30e-5p,Cardiomegaly
hsa-let-7a-5p,Idiopathic pulmonary fibrosis
hsa-let-7a-5p,Estrogen-receptor positive breast cancer
hsa-let-7a-5p,Prostate cancer
hsa-let-7a-5p,Chronic lymphocytic leukemia
hsa-let-7a-5p,Gastric cancer
hsa-let-7a-5p,Stomach cancer
hsa-let-7a-5p,Sarcoma
hsa-let-7a-5p,Uterine leiomyoma
hsa-let-7a-5p,Lung cancer
hsa-let-7a-5p,Breast cancer
hsa-let-7a-5p,Breast neoplasms
hsa-let-7a-5p,Squamous cell carcinoma
hsa-let-7a-5p,Malignant melanoma
hsa-let-7a-5p,Melanoma
hsa-let-7a-5p,Ovarian cancer
hsa-let-7a-5p,Ovarian neoplasms
hsa-let-7a-5p,Laryngeal cancer
hsa-let-7a-5p,Laryngeal carcinoma
hsa-let-7a-5p,Myoma
hsa-let-7a-5p,Glioblastoma
hsa-let-7a-5p,Lipoma
hsa-let-7a-5p,Amyotrophic lateral sclerosis
hsa-let-7a-5p,Ewing sarcoma
hsa-let-7a-5p,Pancreatic ductal adenocarcinoma
hsa-let-7a-5p,Lafora disease
hsa-let-7a-5p,Carcinoma lung non-small-cell
hsa-let-7a-5p,Non-small cell lung cancer cell
hsa-let-7a-5p,Scleroderma
hsa-let-7a-5p,Cholangiocarcinoma
hsa-let-7a-5p,Adenoma
hsa-let-7a-5p,Early hepatocellular carcinoma
hsa-let-7a-5p,HBV+ hepatocellular carcinoma
hsa-let-7a-5p,Hepatocellular carcinoma
hsa-let-7a-5p,Neuroblastoma
hsa-let-7a-5p,Hodgkin lymphoma
hsa-let-7a-5p,Burkitt lymphoma
hsa-let-7a-5p,Colorectal cancer
hsa-let-7a-5p,Multiple myeloma
hsa-let-7a-5p,Hamartoma
hsa-let-7a-5p,Malignant cholangiocyte
hsa-let-7b-5p,Diffuse large b cell lymphoma
hsa-let-7b-5p,Breast cancer
hsa-let-7b-5p,Melanoma
hsa-let-7b-5p,Amyotrophic lateral sclerosis
hsa-let-7b-5p,Early hepatocellular carcinoma
hsa-let-7b-5p,Hepatocellular carcinoma
hsa-let-7b-5p,Neuroblastoma
hsa-let-7b-5p,Multiple myeloma
hsa-let-7c-5p,Prostate cancer
hsa-let-7c-5p,Middle cerebral artery infarction
hsa-let-7c-5p,Myasthenia gravis
hsa-let-7c-5p,Early hepatocellular carcinoma
hsa-let-7c-5p,Hepatocellular carcinoma
hsa-let-7c-5p,Neuroblastoma
hsa-let-7c-5p,Colorectal cancer
hsa-let-7c-5p,Multiple myeloma
hsa-let-7c-5p,Reperfusion injury
hsa-let-7d-5p,Oral squamous cell carcinoma
hsa-let-7d-5p,Prostate cancer
hsa-let-7d-5p,Amyotrophic lateral sclerosis
hsa-let-7d-5p,Neuroblastoma
hsa-let-7d-5p,Multiple myeloma
hsa-let-7e-5p,Breast cancer
hsa-let-7e-5p,Neuroblastoma
hsa-let-7e-5p,Multiple myeloma
hsa-let-7e-5p,Stroke
hsa-let-7f-5p,Estrogen-receptor positive breast cancer
hsa-let-7f-5p,Oestrogen receptor-positive postmenopausal breast cancer
hsa-let-7f-5p,Alzheimer disease
hsa-let-7f-5p,Lung cancer
hsa-let-7f-5p,Ovarian cancer
hsa-let-7f-5p,Ovarian neoplasms
hsa-let-7f-5p,Glioblastoma
hsa-let-7f-5p,Amyotrophic lateral sclerosis
hsa-let-7f-5p,Papillary thyroid carcinoma
hsa-let-7f-5p,Multiple myeloma
hsa-let-7g-5p,Breast cancer
hsa-let-7g-5p,Glioblastoma
hsa-let-7g-5p,Amyotrophic lateral sclerosis
hsa-let-7g-5p,Early hepatocellular carcinoma
hsa-let-7g-5p,Hepatocellular carcinoma
hsa-let-7g-5p,Neuroblastoma
hsa-let-7g-5p,Multiple myeloma
hsa-let-7i-5p,Epithelial ovarian cancer
hsa-let-7i-5p,Ovarian cancer
hsa-let-7i-5p,Ovarian neoplasms
hsa-let-7i-5p,Neuroblastoma
hsa-let-7i-5p,Multiple myeloma
hsa-let-7i-5p,Aldh1+ cancer stem cells
hsa-miR-103a-3p,Anencephaly
hsa-miR-103a-3p,Neurofibromatosis 1
hsa-miR-103a-3p,Alzheimer disease
hsa-miR-103a-3p,Pancreatic cancer
hsa-miR-103a-3p,Cerebellar disease
hsa-miR-103a-3p,Amyotrophic lateral sclerosis
hsa-miR-103a-3p,Carcinoma lung non-small-cell
hsa-miR-103a-3p,Non-small cell lung cancer
hsa-miR-103a-3p,Esophageal cancer
hsa-miR-103a-3p,Hepatocellular carcinoma
hsa-miR-103a-3p,Hepatoma
hsa-miR-103a-3p,Cardiomegaly
hsa-miR-107,Acute promyelocytic leukemia
hsa-miR-107,Colorectal carcinoma
hsa-miR-107,Prostate cancer
hsa-miR-107,Prostate neoplasms
hsa-miR-107,Gastric cancer
hsa-miR-107,Gastric neoplasms
hsa-miR-107,Stomach cancer
hsa-miR-107,Alzheimer disease
hsa-miR-107,Urinary bladder cancer
hsa-miR-107,Urinary bladder neoplasms
hsa-miR-107,Head and neck neoplasms
hsa-miR-107,Lung cancer
hsa-miR-107,Lung neoplasms
hsa-miR-107,Breast cancer
hsa-miR-107,Breast neoplasms
hsa-miR-107,Cancer
hsa-miR-107,Neoplasms
hsa-miR-107,Squamous cell carcinoma
hsa-miR-107,Pituitary neoplasms
hsa-miR-107,Pancreatic cancer
hsa-miR-107,Pancreatic neoplasms
hsa-miR-107,Hepatitis c virus infection
hsa-miR-107,Melanoma
hsa-miR-107,Colon cancer
hsa-miR-107,Ovarian cancer
hsa-miR-107,Ovarian neoplasms
hsa-miR-107,Acute kidney injury
hsa-miR-107,Glioblastoma
hsa-miR-107,Glioma
hsa-miR-107,Malignant glioma
hsa-miR-107,Gastrointestinal neoplasms
hsa-miR-107,Gastrointestinal system cancer
hsa-miR-107,Osteosarcoma
hsa-miR-107,Pancreatic ductal adenocarcinoma
hsa-miR-107,Carcinoma lung non-small-cell
hsa-miR-107,Non-small cell lung cancer
hsa-miR-107,Renal clear cell carcinoma
hsa-miR-107,Esophageal cancer
hsa-miR-107,Schizophrenia
hsa-miR-107,Myocardial infarction
hsa-miR-107,Carcinoma hepatocellular
hsa-miR-107,Hepatocellular carcinoma
hsa-miR-107,Diabetes mellitus type 2
hsa-miR-107,Type 2 diabetes mellitus
hsa-miR-107,Esophageal squamous cell carcinoma
hsa-miR-107,Cardiomegaly
hsa-miR-129-5p,Gastric cancer
hsa-miR-129-5p,Stomach cancer
hsa-miR-129-5p,Alzheimer disease
hsa-miR-129-5p,Bladder cancer
hsa-miR-129-5p,Primary biliary cirrhosis
hsa-miR-129-5p,Lung cancer
hsa-miR-129-5p,Endometrial cancer
hsa-miR-129-5p,Breast cancer
hsa-miR-129-5p,Breast neoplasms
hsa-miR-129-5p,Pancreatic cancer
hsa-miR-129-5p,Malignant melanoma
hsa-miR-129-5p,Melanoma
hsa-miR-129-5p,Colon cancer
hsa-miR-129-5p,Laryngeal squamous cell carcinoma
hsa-miR-129-5p,Glioblastoma
hsa-miR-129-5p,Glioma
hsa-miR-129-5p,Malignant glioma
hsa-miR-129-5p,Osteosarcoma
hsa-miR-129-5p,Non-small cell lung cancer
hsa-miR-129-5p,Kidney renal clear cell carcinoma
hsa-miR-129-5p,Renal cell carcinoma
hsa-miR-129-5p,Hepatocellular carcinoma
hsa-miR-129-5p,Colorectal cancer
hsa-miR-206,Lymphoplasmacytic lymphoma
hsa-miR-206,Oral squamous cell carcinoma
hsa-miR-206,Estrogen-receptor positive breast cancer
hsa-miR-206,Waldenstrom macroglobulinemia
hsa-miR-206,Prostate cancer
hsa-miR-206,Chronic lymphocytic leukemia
hsa-miR-206,Leukemia lymphocytic chronic b-cell
hsa-miR-206,Hirschsprung disease
hsa-miR-206,Gastric cancer
hsa-miR-206,Gastric neoplasms
hsa-miR-206,Stomach cancer
hsa-miR-206,Pre-eclampsia
hsa-miR-206,Alzheimer disease
hsa-miR-206,Urinary bladder cancer
hsa-miR-206,Duchenne muscular dystrophy
hsa-miR-206,Muscular dystrophy duchenne
hsa-miR-206,Lung cancer
hsa-miR-206,Lung neoplasms
hsa-miR-206,Facial paralysis
hsa-miR-206,Breast cancer
hsa-miR-206,Breast neoplasms
hsa-miR-206,Cancer
hsa-miR-206,Neoplasms
hsa-miR-206,Thyroid cancer
hsa-miR-206,Malignant melanoma
hsa-miR-206,Melanoma
hsa-miR-206,Ovarian cancer
hsa-miR-206,Ovarian neoplasms
hsa-miR-206,Carcinoma endometrioid endometrial
hsa-miR-206,Endometrial carcinoma
hsa-miR-206,Laryngeal squamous cell carcinoma
hsa-miR-206,Pulmonary tuberculosis
hsa-miR-206,Rhabdomyosarcoma
hsa-miR-206,Amyotrophic lateral sclerosis
hsa-miR-206,Osteosarcoma
hsa-miR-206,Coronary artery disease
hsa-miR-206,Carcinoma breast
hsa-miR-206,Lung squamous cell carcinoma
hsa-miR-206,Lung adenocarcinoma
hsa-miR-206,Muscle diseases
hsa-miR-206,Cervical cancer
hsa-miR-206,Carcinoma renal cell
hsa-miR-206,Renal cell carcinoma
hsa-miR-206,Schizophrenia
hsa-miR-206,Head and neck squamous cell carcinoma
hsa-miR-206,Squamous cell carcinoma head and neck
hsa-miR-206,Myocardial infarction
hsa-miR-206,Hepatocellular carcinoma
hsa-miR-206,Colorectal cancer
hsa-miR-206,Bronchopulmonary dysplasia
hsa-miR-206,Inflammation
hsa-miR-206,Vascular hypertrophy
hsa-miR-376a-3p,Alzheimer disease
hsa-miR-376a-3p,Pancreatic cancer
hsa-miR-376a-3p,Intrahepatic cholangiocarcinoma
hsa-miR-376a-3p,Ovarian epithelial cancer
hsa-miR-376b-3p,Ovarian epithelial cancer
hsa-miR-4458,Melioidosis
hsa-miR-613,Prostate cancer
hsa-miR-613,Gastric cancer
hsa-miR-613,Stomach cancer
hsa-miR-613,Bladder cancer
hsa-miR-613,Breast cancer
hsa-miR-613,Pancreatic cancer
hsa-miR-613,Glioma
hsa-miR-613,Carcinoma lung non-small-cell
hsa-miR-613,Hepatocellular carcinoma
hsa-miR-613,Retinoblastoma
hsa-miR-613,Colorectal cancer
hsa-miR-98-5p,Alzheimer disease
hsa-miR-98-5p,Leukemia
hsa-miR-98-5p,Lung cancer
hsa-miR-98-5p,Breast cancer
hsa-miR-98-5p,Breast neoplasms
hsa-miR-98-5p,Ovarian cancer
hsa-miR-98-5p,Pancreatic ductal adenocarcinoma
hsa-miR-98-5p,Non-small cell lung cancer
hsa-miR-98-5p,Head and neck squamous cell carcinoma
hsa-miR-98-5p,Myocarditis
hsa-miR-98-5p,Degenerative disc disease
hsa-miR-98-5p,Myotrophin
hsa-miR-144-3p,Thalassemia
hsa-miR-144-3p,Prostate cancer
hsa-miR-144-3p,Gastric cancer
hsa-miR-144-3p,Stomach cancer
hsa-miR-144-3p,Alzheimer disease
hsa-miR-144-3p,Uterine fibroid
hsa-miR-144-3p,Thyroid cancer
hsa-miR-144-3p,Melanoma
hsa-miR-144-3p,Thyroid adenomas
hsa-miR-144-3p,Astrocytoma
hsa-miR-144-3p,Glioma
hsa-miR-144-3p,Malignant glioma
hsa-miR-144-3p,Papillary thyroid carcinoma
hsa-miR-144-3p,Renal clear cell carcinoma
hsa-miR-144-3p,Hepatocellular carcinoma
hsa-miR-324-5p,Medulloblastoma
hsa-miR-324-5p,Alzheimer disease
hsa-miR-324-5p,Melanoma
hsa-miR-324-5p,Neuroblastoma
hsa-miR-410-3p,Liver neoplasms
hsa-miR-410-3p,Colorectal cancer
hsa-miR-153-3p,Medulloblastoma
hsa-miR-153-3p,Prostate cancer
hsa-miR-153-3p,Alzheimer disease
hsa-miR-153-3p,Parkinson disease
hsa-miR-153-3p,Glioblastoma
hsa-miR-153-3p,Neuroblastoma
hsa-miR-153-3p,Mptp poisoning
hsa-miR-28-5p,Multiple sclerosis chronic progressive
hsa-miR-28-5p,Glomerulosclerosis
hsa-miR-28-5p,Alzheimer disease
hsa-miR-28-5p,Melanoma
hsa-miR-28-5p,Myeloproliferative neoplasm
hsa-miR-28-5p,Multiple sclerosis relapsing-remitting
hsa-miR-28-5p,Relapsing-remitting multiple sclerosis
hsa-miR-28-5p,Ovarian cancer
hsa-miR-28-5p,Glioma
hsa-miR-28-5p,Malignant glioma
hsa-miR-28-5p,Renal cell carcinoma
hsa-miR-28-5p,Hepatocellular carcinoma
hsa-miR-708-5p,Urinary bladder cancer
hsa-miR-708-5p,Urinary bladder neoplasms
hsa-miR-708-5p,Primary pulmonary hypertension
hsa-miR-708-5p,Breast cancer
hsa-miR-708-5p,Breast neoplasms
hsa-miR-708-5p,Cancer
hsa-miR-708-5p,Neoplasms
hsa-miR-708-5p,Non-small cell lung cancer
hsa-miR-193a-3p,Multiple sclerosis chronic progressive
hsa-miR-193a-3p,Oral squamous cell carcinoma
hsa-miR-193a-3p,Prostate cancer
hsa-miR-193a-3p,Alzheimer disease
hsa-miR-193a-3p,Multiple sclerosis relapsing-remitting
hsa-miR-193a-3p,Relapsing-remitting multiple sclerosis
hsa-miR-193a-3p,Renal cell carcinoma
hsa-miR-193a-3p,Esophageal squamous cell carcinoma
hsa-miR-193a-3p,Inflammation
hsa-miR-193a-3p,Hepatocellular carcinoma
hsa-miR-193b-3p,Prostate cancer
hsa-miR-193b-3p,Breast cancer
hsa-miR-193b-3p,Breast neoplasms
hsa-miR-193b-3p,Bladder urothelial carcinoma
hsa-miR-193b-3p,Chronic kidney disease
hsa-miR-193b-3p,Autosomal dominant polycystic kidney disease
hsa-miR-193b-3p,Nasopharynx carcinoma
hsa-miR-216b-5p,Breast cancer
hsa-miR-216b-5p,Breast neoplasms
hsa-miR-216b-5p,Hepatocellular carcinoma
hsa-miR-216b-5p,Liver hepatocellular carcinoma
hsa-miR-216b-5p,Colorectal cancer
hsa-miR-370-3p,Medulloblastoma
hsa-miR-370-3p,Carcinoma lung non-small-cell
hsa-miR-370-3p,Cholangiocarcinoma
hsa-miR-370-3p,Acute myeloid leukemia
hsa-miR-491-5p,Gastric cancer
hsa-miR-491-5p,Alzheimer disease
hsa-miR-491-5p,Multiple sclerosis
hsa-miR-491-5p,Osteosarcoma
hsa-miR-491-5p,Cervical cancer
hsa-miR-491-5p,Stroke lacunar
hsa-miR-599,Gastric cancer
hsa-miR-599,Breast cancer
hsa-miR-599,Glioma
hsa-miR-599,Non-small cell lung cancer
hsa-miR-490-3p,Gastric cancer
hsa-miR-490-3p,Lung cancer
hsa-miR-490-3p,Endometrial cancer
hsa-miR-490-3p,Ovary epithelial cancer
hsa-miR-490-3p,Osteosarcoma
hsa-miR-490-3p,Ovarian carcinoma
hsa-miR-490-3p,Hepatocellular carcinoma
hsa-miR-145-5p,Diffuse large b cell lymphoma
hsa-miR-145-5p,Agressive prostate cancer
hsa-miR-145-5p,Prostate cancer
hsa-miR-145-5p,B-cell malignancy
hsa-miR-145-5p,Gastric cancer
hsa-miR-145-5p,Stomach cancer
hsa-miR-145-5p,Alzheimer disease
hsa-miR-145-5p,Bladder cancer
hsa-miR-145-5p,Urinary bladder cancer
hsa-miR-145-5p,Lung cancer
hsa-miR-145-5p,Breast cancer
hsa-miR-145-5p,Breast neoplasms
hsa-miR-145-5p,Congenital heart disease
hsa-miR-145-5p,Squamous cell carcinoma
hsa-miR-145-5p,Vascular diseases
hsa-miR-145-5p,Thyroid cancer
hsa-miR-145-5p,Colon cancer
hsa-miR-145-5p,Endometrial carcinoma
hsa-miR-145-5p,Glioma
hsa-miR-145-5p,Malignant glioma
hsa-miR-145-5p,Osteosarcoma
hsa-miR-145-5p,Ewing sarcoma
hsa-miR-145-5p,Ewing sarcoma family tumor
hsa-miR-145-5p,Coronary artery disease
hsa-miR-145-5p,Pancreatic ductal adenocarcinoma
hsa-miR-145-5p,Cervical squamous cell carcinoma
hsa-miR-145-5p,Lung squamous cell carcinoma
hsa-miR-145-5p,Carcinoma lung non-small-cell
hsa-miR-145-5p,Egfr mutant non-small cell lung cancer
hsa-miR-145-5p,Non-small cell lung cancer
hsa-miR-145-5p,Lung adenocarcinoma
hsa-miR-145-5p,Carcinoma renal cell
hsa-miR-145-5p,Kidney chromophobe
hsa-miR-145-5p,Kidney chromophobe cancer
hsa-miR-145-5p,Renal cell carcinoma
hsa-miR-145-5p,Hepatocellular carcinoma
hsa-miR-145-5p,Burkitt lymphoma
hsa-miR-145-5p,Esophageal squamous cell carcinoma
hsa-miR-145-5p,Non small cell lung carcinoma
hsa-miR-154-5p,Medulloblastoma
hsa-miR-154-5p,Prostate cancer
hsa-miR-154-5p,Alzheimer disease
hsa-miR-154-5p,Melanoma
hsa-miR-154-5p,Neuroblastoma
hsa-miR-154-5p,Prostatic neoplasms
hsa-miR-21-5p,Idiopathic pulmonary fibrosis
hsa-miR-21-5p,Diffuse large b cell lymphoma
hsa-miR-21-5p,Multiple sclerosis chronic progressive
hsa-miR-21-5p,Tongue squamous cell carcinoma
hsa-miR-21-5p,Oral squamous cell carcinoma
hsa-miR-21-5p,Medulloblastoma
hsa-miR-21-5p,Estrogen-receptor positive breast cancer
hsa-miR-21-5p,Acute promyelocytic leukemia
hsa-miR-21-5p,Bone disease
hsa-miR-21-5p,Thyroid carcinoma anaplastic
hsa-miR-21-5p,Neurofibromatosis 2
hsa-miR-21-5p,Prostate cancer
hsa-miR-21-5p,Gastric cancer
hsa-miR-21-5p,Stomach cancer
hsa-miR-21-5p,Alzheimer disease
hsa-miR-21-5p,Hypertension
hsa-miR-21-5p,Heart disease
hsa-miR-21-5p,Leukemia
hsa-miR-21-5p,Vestibular schwannoma
hsa-miR-21-5p,Uterine fibroid
hsa-miR-21-5p,Lung cancer
hsa-miR-21-5p,Kawasaki disease
hsa-miR-21-5p,Tuberous sclerosis
hsa-miR-21-5p,Colon carcinoma
hsa-miR-21-5p,Breast cancer
hsa-miR-21-5p,Breast neoplasms
hsa-miR-21-5p,Squamous cell carcinoma
hsa-miR-21-5p,Vascular diseases
hsa-miR-21-5p,Thyroid cancer
hsa-miR-21-5p,Pancreatic cancer
hsa-miR-21-5p,Atherosclerosis
hsa-miR-21-5p,Colon cancer
hsa-miR-21-5p,Multiple sclerosis relapsing-remitting
hsa-miR-21-5p,Laryngeal carcinoma
hsa-miR-21-5p,Laryngeal squamous cell carcinoma
hsa-miR-21-5p,Glioblastoma
hsa-miR-21-5p,Glioblastoma multiforme
hsa-miR-21-5p,Astrocytoma
hsa-miR-21-5p,Glioma
hsa-miR-21-5p,Malignant glioma
hsa-miR-21-5p,Osteosarcoma
hsa-miR-21-5p,Pancreatic ductal adenocarcinoma
hsa-miR-21-5p,Liver cancer
hsa-miR-21-5p,Liver neoplasms
hsa-miR-21-5p,Carcinoma lung non-small-cell
hsa-miR-21-5p,Non-small cell lung adenocarcinoma
hsa-miR-21-5p,Non-small cell lung cancer
hsa-miR-21-5p,Lung adenocarcinoma
hsa-miR-21-5p,Pancreatic adenocarcinoma
hsa-miR-21-5p,Carcinoma renal cell
hsa-miR-21-5p,Kidney chromophobe cancer
hsa-miR-21-5p,Kidney renal clear cell carcinoma
hsa-miR-21-5p,Renal cell carcinoma
hsa-miR-21-5p,Cholangiocarcinoma
hsa-miR-21-5p,Head and neck squamous cell carcinoma
hsa-miR-21-5p,Heart failure
hsa-miR-21-5p,Cowden disease
hsa-miR-21-5p,Hepatocellular carcinoma
hsa-miR-21-5p,Cervical carcinoma
hsa-miR-21-5p,Chronic myelogenous leukemia
hsa-miR-21-5p,Oropharynx cancer
hsa-miR-21-5p,Mouth neoplasms
hsa-miR-21-5p,Cholesteatoma
hsa-miR-21-5p,Colorectal cancer
hsa-miR-21-5p,Diabetes mellitus
hsa-miR-21-5p,Type 2 diabetes mellitus
hsa-miR-21-5p,Brain disease
hsa-miR-21-5p,Multiple myeloma
hsa-miR-21-5p,Hyaloideoretinal degeneration of wagner
hsa-miR-21-5p,Ovarian epithelial cancer
hsa-miR-21-5p,Ovarian epithelial carcinoma
hsa-miR-21-5p,Esophageal squamous cell carcinoma
hsa-miR-21-5p,Uterine cervical neoplasms
hsa-miR-21-5p,Cicatrix
hsa-miR-21-5p,Cardiomegaly
hsa-miR-21-5p,Inflammation
hsa-miR-21-5p,Brain injury chronic
hsa-miR-328-3p,Medulloblastoma
hsa-miR-328-3p,Alzheimer disease
hsa-miR-328-3p,Breast cancer
hsa-miR-328-3p,Breast neoplasms
hsa-miR-328-3p,Glioblastoma
hsa-miR-328-3p,Glioma
hsa-miR-328-3p,Malignant glioma
hsa-miR-328-3p,Carcinoma lung non-small-cell
hsa-miR-328-3p,Non-small cell lung cancer
hsa-miR-328-3p,Hepatocellular carcinoma
hsa-miR-383-5p,Medulloblastoma
hsa-miR-383-5p,Squamous cell carcinoma
hsa-miR-590-5p,Gastric cancer
hsa-miR-590-5p,Breast cancer
hsa-miR-590-5p,Malignant melanoma
hsa-miR-590-5p,Hepatocellular carcinoma
hsa-miR-10a-5p,Alzheimer disease
hsa-miR-10a-5p,Cardiovascular disease
hsa-miR-10a-5p,Breast cancer
hsa-miR-10a-5p,Breast neoplasms
hsa-miR-10a-5p,Neuroblastoma
hsa-miR-10a-5p,Chronic myeloid leukemia
hsa-miR-10a-5p,Acute myelocytic leukemia
hsa-miR-10a-5p,Acute myeloid leukemia
hsa-miR-10a-5p,Colorectal cancer
hsa-miR-10a-5p,Abortion spontaneous
hsa-miR-10a-5p,Cardiomegaly
hsa-miR-10b-5p,Neurofibromatosis 1
hsa-miR-10b-5p,Alzheimer disease
hsa-miR-10b-5p,Breast cancer
hsa-miR-10b-5p,Breast neoplasms
hsa-miR-10b-5p,Endometriosis of uterus
hsa-miR-10b-5p,Glioblastoma
hsa-miR-10b-5p,Glioma
hsa-miR-10b-5p,Malignant glioma
hsa-miR-10b-5p,Malignant peripheral nerve sheath tumor
hsa-miR-10b-5p,Hepatocellular carcinoma
