lncRNA,disease
TMEM161B-DT,Infantile hemangioma
TMEM161B-DT,Glioma
TMEM161B-DT,Malignant glioma
TMEM161B-DT,Carcinoma lung non-small-cell
TMEM161B-DT,Non-small cell lung adenocarcinoma
TMEM161B-DT,Non-small cell lung cancer
TMEM161B-DT,Cervical cancer
TMEM161B-DT,Nasopharyngeal carcinoma
TMEM161B-DT,Diabetes mellitus
TMEM161B-DT,Type 2 diabetes mellitus
TMEM161B-DT,Idiopathic pulmonary fibrosis
TMEM161B-DT,Gastric cancer
TMEM161B-DT,Bladder cancer
TMEM161B-DT,Pituitary neoplasms
TMEM161B-DT,Pituitary adenoma
TMEM161B-DT,Hepatocellular carcinoma
TMEM161B-DT,T-cell leukemia
TMEM161B-DT,Diabetic nephropathies
TMEM161B-DT,Medulloblastoma
TMEM161B-DT,Melanoma
TMEM161B-DT,Thyroid adenomas
TMEM161B-DT,Liver hepatocellular carcinoma
TMEM161B-DT,Classic hodgkin lymphoma
TMEM161B-DT,Hodgkin lymphoma
TMEM161B-DT,Colorectal cancer
TMEM161B-DT,Wounds and injuries
TMEM161B-DT,Breast cancer
TMEM161B-DT,Breast neoplasms
TMEM161B-DT,Atherosclerosis
TMEM161B-DT,Peutz-jeghers syndrome
TMEM161B-DT,Renal fibrosis
TMEM161B-DT,Oral squamous cell carcinoma
TMEM161B-DT,Prostate cancer
TMEM161B-DT,Stomach cancer
TMEM161B-DT,Cancer
TMEM161B-DT,Ovarian cancer
TMEM161B-DT,Ovarian neoplasms
TMEM161B-DT,Endometrial endometrioid carcinoma
TMEM161B-DT,Glioblastoma
TMEM161B-DT,Cholangiocarcinoma
TMEM161B-DT,Ulcerative colitis
TMEM161B-DT,Crohn disease
TMEM161B-DT,Ovarian epithelial cancer
TMEM161B-DT,Prostatic neoplasms
TMEM161B-DT,Lung cancer
TMEM161B-DT,Colon cancer
TMEM161B-DT,Meningioma
TMEM161B-DT,Biliary tract cancer
TMEM161B-DT,Early hepatocellular carcinoma
TMEM161B-DT,Vogt-koyanagi-harada disease
TMEM161B-DT,Pancreatic cancer
TMEM161B-DT,Chronic pain
TMEM161B-DT,Myotonic dystrophy
TMEM161B-DT,Thyroid cancer
TMEM161B-DT,Non-alcoholic fatty liver disease
TMEM161B-DT,Renal carcinoma
LINC00461,Osteoarthritis
NR2F1-AS1,Breast cancer
NR2F1-AS1,Breast neoplasms
NR2F1-AS1,Colon cancer
NR2F1-AS1,Glioma
NR2F1-AS1,Malignant glioma
NR2F1-AS1,Lung adenocarcinoma
NR2F1-AS1,Osteoarthritis
NR2F1-AS1,Ischemia/reperfusion injury
NR2F1-AS1,Multiple sclerosis chronic progressive
NR2F1-AS1,Medulloblastoma
NR2F1-AS1,Alzheimer disease
NR2F1-AS1,Melanoma
NR2F1-AS1,Multiple sclerosis relapsing-remitting
NR2F1-AS1,Arsenic poisoning
NR2F1-AS1,Stroke lacunar
NR2F1-AS1,Gastric cancer
NR2F1-AS1,Atherosclerosis
NR2F1-AS1,Relapsing-remitting multiple sclerosis
NR2F1-AS1,Amyotrophic lateral sclerosis
NR2F1-AS1,Coronary artery disease
NR2F1-AS1,Adenocarcinoma of esophagus
NR2F1-AS1,Esophageal adenocarcinoma
NR2F1-AS1,Nasopharynx carcinoma
NR2F1-AS1,Multiple myeloma
NR2F1-AS1,Uterine fibroid
NR2F1-AS1,Williams syndrome
NR2F1-AS1,Infection
NR2F1-AS1,Glomerulosclerosis
NR2F1-AS1,Lymphoma
NR2F1-AS1,Neuroblastoma with 1p36 deletion
NR2F1-AS1,Prostate cancer
NR2F1-AS1,Stomach cancer
NR2F1-AS1,Tuberous sclerosis
NR2F1-AS1,Pancreatic cancer
NR2F1-AS1,Ovarian cancer
NR2F1-AS1,Glioblastoma
NR2F1-AS1,Glioblastoma multiforme
NR2F1-AS1,Chronic obstructive pulmonary disease
NR2F1-AS1,Bipolar disorder
NR2F1-AS1,Osteosarcoma
NR2F1-AS1,Ewing sarcoma
NR2F1-AS1,Pulmonary fibrosis
NR2F1-AS1,Carcinoma lung non-small-cell
NR2F1-AS1,Non-small cell lung cancer
NR2F1-AS1,Kidney renal clear cell carcinoma
NR2F1-AS1,Renal cell carcinoma
NR2F1-AS1,Uveal melanoma
NR2F1-AS1,HBV+ hepatocellular carcinoma
NR2F1-AS1,Hepatocellular carcinoma
NR2F1-AS1,Retinoblastoma
NR2F1-AS1,Neuroblastoma
NR2F1-AS1,Acute myelocytic leukemia
NR2F1-AS1,Acute myeloid leukemia
NR2F1-AS1,Prostate neoplasms
NR2F1-AS1,Gastric neoplasms
NR2F1-AS1,Lung cancer
NR2F1-AS1,Lung neoplasms
NR2F1-AS1,Neoplasms
NR2F1-AS1,Hepatitis C
NR2F1-AS1,Hepatitis c virus infection
NR2F1-AS1,Colon neoplasms
NR2F1-AS1,Liver cancer
NR2F1-AS1,Adenocarcinoma gastric
NR2F1-AS1,Gastric adenocarcinoma
NR2F1-AS1,Adenocarcinoma lung
NR2F1-AS1,Adrenocortical carcinoma
NR2F1-AS1,Carcinoma adrenocortical
NR2F1-AS1,Salivary gland cancer
NR2F1-AS1,Salivary gland neoplasms
NR2F1-AS1,Colorectal cancer
NR2F1-AS1,Chronic lymphocytic leukemia
NR2F1-AS1,Carotid stenosis
NR2F1-AS1,Schizophrenia
NR2F1-AS1,T-cell leukemia
NR2F1-AS1,Lymphosarcoma
NR2F1-AS1,Pelvic organ prolapse
TICAM2-AS1,Multiple sclerosis chronic progressive
TICAM2-AS1,Triple negative breast cancer
TICAM2-AS1,Triple negative sporadic breast cancer
TICAM2-AS1,Acute promyelocytic leukemia
TICAM2-AS1,Anaplastic thyroid carcinoma
TICAM2-AS1,Gastric cancer
TICAM2-AS1,Stomach cancer
TICAM2-AS1,Alzheimer disease
TICAM2-AS1,Osteoporosis
TICAM2-AS1,Vogt-koyanagi-harada disease
TICAM2-AS1,Tuberous sclerosis
TICAM2-AS1,Breast cancer
TICAM2-AS1,Breast neoplasms
TICAM2-AS1,Vascular diseases
TICAM2-AS1,Pancreatic cancer
TICAM2-AS1,Hepatitis C
TICAM2-AS1,Atherosclerosis
TICAM2-AS1,Multiple sclerosis relapsing-remitting
TICAM2-AS1,Relapsing-remitting multiple sclerosis
TICAM2-AS1,Dermatitis
TICAM2-AS1,Chronic obstructive pulmonary disease
TICAM2-AS1,Papillary thyroid carcinoma
TICAM2-AS1,Pulmonary hypertension
TICAM2-AS1,Juvenile rheumatoid arthritis
TICAM2-AS1,Rheumatoid arthritis
TICAM2-AS1,Neuroblastoma
TICAM2-AS1,Kaposi sarcoma
TICAM2-AS1,Cardiomegaly
TICAM2-AS1,Prostatic neoplasms
TICAM2-AS1,Encephalitis herpes simplex
TICAM2-AS1,Hormone-refractory prostate carcinoma
TICAM2-AS1,Huntington disease
TICAM2-AS1,Lung cancer
TICAM2-AS1,Glioma
TICAM2-AS1,Malignant glioma
TICAM2-AS1,Myelofibrosis
TICAM2-AS1,Hepatocellular carcinoma
TICAM2-AS1,Neoplasm residual
LINC01184,Polycystic liver disease
LINC01184,Multiple sclerosis chronic progressive
LINC01184,Estrogen-receptor positive breast cancer
LINC01184,Acute promyelocytic leukemia
LINC01184,B-cell chronic lymphocytic leukemia
LINC01184,Chronic lymphocytic leukemia
LINC01184,Endometrial cancer
LINC01184,Breast cancer
LINC01184,Breast neoplasms
LINC01184,Pituitary neoplasms
LINC01184,Pancreatic cancer
LINC01184,Malignant melanoma
LINC01184,Melanoma
LINC01184,Multiple sclerosis relapsing-remitting
LINC01184,Relapsing-remitting multiple sclerosis
LINC01184,Ovarian cancer
LINC01184,Glioma
LINC01184,Malignant glioma
LINC01184,Amyotrophic lateral sclerosis
LINC01184,Carcinoma lung non-small-cell
LINC01184,Non-small cell lung adenocarcinoma
LINC01184,Non-small cell lung cancer
LINC01184,Hepatocellular carcinoma
LINC01184,Chronic myeloid leukemia
LINC01184,Myeloid leukemia
LINC01184,Multiple myeloma
LINC01184,Myeloma
LINC01184,Gastric cancer
LINC01184,Alzheimer disease
LINC01184,Encephalitis japanese
LINC01184,Colorectal cancer
LINC01184,Cardiac hypertrophy
LINC01184,Cardiomegaly
LINC01184,Mantle cell lymphoma
LINC01184,Oral squamous cell carcinoma
LINC01184,Prostate cancer
LINC01184,Stomach cancer
LINC01184,Malaria
LINC01184,Down syndrome
LINC01184,Cancer
LINC01184,Glioblastoma
LINC01184,Astrocytoma
LINC01184,Carcinoma lung non small cell
LINC01184,Heart failure
LINC01184,Juvenile rheumatoid arthritis
LINC01184,Osteoarthritis
LINC01184,Ulcerative colitis
LINC01184,Stroke lacunar
LINC01184,Renal cell carcinoma
LINC01184,Esophageal squamous cell carcinoma
LINC01184,Inflammation
LINC01184,Bladder urothelial carcinoma
LINC01184,Chronic kidney disease
LINC01184,Autosomal dominant polycystic kidney disease
LINC01184,Nasopharynx carcinoma
LINC01184,Pheochromocytoma
LINC01184,Paraganglioma
LINC01184,Hirschsprung disease
LINC01184,Bladder cancer
LINC01184,Urinary bladder cancer
LINC01184,Thyroid cancer
LINC01184,Osteosarcoma
LINC01184,Adrenocortical cancer
LINC01184,Adrenocortical carcinoma
LINC01184,Schizophrenia
LINC01184,Multiple system atrophy
LINC01184,Neuroblastoma
LINC01184,Idiopathic pulmonary fibrosis
LINC01184,Diffuse large b cell lymphoma
LINC01184,Tongue squamous cell carcinoma
LINC01184,Medulloblastoma
LINC01184,Bone disease
LINC01184,Thyroid carcinoma anaplastic
LINC01184,Neurofibromatosis 2
LINC01184,Hypertension
LINC01184,Heart disease
LINC01184,Leukemia
LINC01184,Vestibular schwannoma
LINC01184,Uterine fibroid
LINC01184,Lung cancer
LINC01184,Kawasaki disease
LINC01184,Tuberous sclerosis
LINC01184,Colon carcinoma
LINC01184,Squamous cell carcinoma
LINC01184,Vascular diseases
LINC01184,Atherosclerosis
LINC01184,Colon cancer
LINC01184,Laryngeal carcinoma
LINC01184,Laryngeal squamous cell carcinoma
LINC01184,Glioblastoma multiforme
LINC01184,Pancreatic ductal adenocarcinoma
LINC01184,Liver cancer
LINC01184,Liver neoplasms
LINC01184,Lung adenocarcinoma
LINC01184,Pancreatic adenocarcinoma
LINC01184,Carcinoma renal cell
LINC01184,Kidney chromophobe cancer
LINC01184,Kidney renal clear cell carcinoma
LINC01184,Cholangiocarcinoma
LINC01184,Head and neck squamous cell carcinoma
LINC01184,Cowden disease
LINC01184,Cervical carcinoma
LINC01184,Chronic myelogenous leukemia
LINC01184,Oropharynx cancer
LINC01184,Mouth neoplasms
LINC01184,Cholesteatoma
LINC01184,Diabetes mellitus
LINC01184,Type 2 diabetes mellitus
LINC01184,Brain disease
LINC01184,Hyaloideoretinal degeneration of wagner
LINC01184,Ovarian epithelial cancer
LINC01184,Ovarian epithelial carcinoma
LINC01184,Uterine cervical neoplasms
LINC01184,Cicatrix
LINC01184,Brain injury chronic
LINC01184,Liver hepatocellular carcinoma
LINC01184,Lung small cell carcinoma
LINC01184,Small cell lung cancer
LINC01184,Hodgkin lymphoma
LINC01184,Acute myeloid leukemia
LINC01184,Colorectal neoplasms
LINC01184,Vesicular stomatitis
LINC01184,Triple negative breast cancer
LINC01184,Intrahepatic cholangiocarcinoma
LINC01184,Aortic valve disease
MIR3936HG,Medulloblastoma
MIR3936HG,Gastric cancer
MIR3936HG,Atherosclerosis
MIR3936HG,Colon cancer
MIR3936HG,Multiple sclerosis relapsing-remitting
MIR3936HG,Relapsing-remitting multiple sclerosis
MIR3936HG,Amyotrophic lateral sclerosis
MIR3936HG,Coronary artery disease
MIR3936HG,Adenocarcinoma of esophagus
MIR3936HG,Esophageal adenocarcinoma
MIR3936HG,Nasopharynx carcinoma
MIR3936HG,Multiple myeloma
MIR3936HG,Alzheimer disease
MIR3936HG,Uterine fibroid
MIR3936HG,Breast cancer
MIR3936HG,Breast neoplasms
MIR3936HG,Williams syndrome
MIR3936HG,Infection
MIR3936HG,Stomach cancer
MIR3936HG,Hepatocellular carcinoma
MIR3936HG,Chronic lymphocytic leukemia
MIR3936HG,Carotid stenosis
MIR3936HG,Glioblastoma
MIR3936HG,Glioma
MIR3936HG,Malignant glioma
MIR3936HG,Schizophrenia
MIR3936HG,T-cell leukemia
MIR3936HG,Neuroblastoma
MIR3936HG,Lymphosarcoma
MIR3936HG,Acute myelocytic leukemia
MIR3936HG,Colorectal cancer
MIR3936HG,Pelvic organ prolapse
MALINC1,Osteoarthritis
MALINC1,Breast cancer
MALINC1,Breast neoplasms
MALINC1,Acute myeloid leukemia
MALINC1,Leukemia acute myeloid
LINC02202,Alzheimer disease
LINC02202,Melanoma
LINC02202,Hepatitis B
LINC02202,Epithelial ovarian cancer
LINC02202,Astrocytoma
LINC02202,Carcinoma lung non-small-cell
LINC02202,Aortic valve disease
LINC02202,Hepatocellular carcinoma
LINC02202,T-cell leukemia
LINC02202,Neuroblastoma
LINC02202,Medulloblastoma
LINC02202,Acute promyelocytic leukemia
LINC02202,Prostate cancer
LINC02202,Chronic lymphocytic leukemia
LINC02202,Gastric cancer
LINC02202,Stomach cancer
LINC02202,Breast cancer
LINC02202,Breast neoplasms
LINC02202,Colon cancer
LINC02202,Colonic neoplasms
LINC02202,Glioblastoma
LINC02202,Non-small cell lung cancer
LINC02202,Renal cell carcinoma
LINC02202,Esophageal adenocarcinoma
LINC02202,Colorectal cancer
LINC02202,Multiple myeloma
LINC02202,Prostatic neoplasms
LINC02202,Polycystic kidney diseases
LINC02202,Thyroid carcinoma anaplastic
LINC02202,Primary biliary cirrhosis
LINC02202,Carotid stenosis
LINC02202,Lung cancer
LINC02202,Malignant melanoma
LINC02202,Glioma
LINC02202,Malignant glioma
LINC02202,Coronary artery disease
LINC02202,Cervical cancer
LINC02202,Kidney renal clear cell carcinoma
LINC02202,Clear cell renal cell carcinoma
LINC02202,Renal clear cell carcinoma
LINC02202,Kidney diseases
LINC02202,Pulmonary hypertension
LINC02202,Lymphosarcoma
LINC02202,Nasopharyngeal carcinoma
LINC02202,Colon carcinoma
LINC02202,Pituitary neoplasms
LINC02202,Ovarian cancer
LINC02202,Pituitary adenoma
LINC02202,Chronic myeloid leukemia
LINC02202,Multiple sclerosis chronic progressive
LINC02202,Multiple sclerosis relapsing-remitting
LINC02202,Relapsing-remitting multiple sclerosis
LINC02202,Myasthenia gravis
LINC02202,Polycystic ovary syndrome
LINC02202,Leiomyoma
LINC02202,Endometrial cancer
LINC02202,Syndrome
LINC02202,Osteosarcoma
LINC02202,Prolactinoma
LINC02202,Early hepatocellular carcinoma
LINC02202,Burkitt lymphoma
LINC02202,Colorectal neoplasms
LINC02202,Trophoblasts
LINC02202,Vesicular stomatitis
PRR7-AS1,Medulloblastoma
PRR7-AS1,Alzheimer disease
PRR7-AS1,Primary biliary cirrhosis
PRR7-AS1,Lung cancer
PRR7-AS1,Lung neoplasms
PRR7-AS1,Breast cancer
PRR7-AS1,Astrocytoma
PRR7-AS1,Liver cancer
PRR7-AS1,Schizophrenia
PRR7-AS1,Hepatocellular carcinoma
PRR7-AS1,Carcinoma lung non-small-cell
PRR7-AS1,Cholangiocarcinoma
PRR7-AS1,Acute myeloid leukemia
PRR7-AS1,Lupus nephritis
PRR7-AS1,Gastric cancer
PRR7-AS1,Nasopharyngeal carcinoma
ZBED9-AS1,Gastric cancer
HLA-F-AS1,Prostate cancer
HCG17,Polycystic liver disease
HCG17,Multiple sclerosis chronic progressive
HCG17,Estrogen-receptor positive breast cancer
HCG17,Acute promyelocytic leukemia
HCG17,B-cell chronic lymphocytic leukemia
HCG17,Chronic lymphocytic leukemia
HCG17,Endometrial cancer
HCG17,Breast cancer
HCG17,Breast neoplasms
HCG17,Pituitary neoplasms
HCG17,Pancreatic cancer
HCG17,Malignant melanoma
HCG17,Melanoma
HCG17,Multiple sclerosis relapsing-remitting
HCG17,Relapsing-remitting multiple sclerosis
HCG17,Ovarian cancer
HCG17,Glioma
HCG17,Malignant glioma
HCG17,Amyotrophic lateral sclerosis
HCG17,Carcinoma lung non-small-cell
HCG17,Non-small cell lung adenocarcinoma
HCG17,Non-small cell lung cancer
HCG17,Hepatocellular carcinoma
HCG17,Chronic myeloid leukemia
HCG17,Myeloid leukemia
HCG17,Multiple myeloma
HCG17,Myeloma
HCG17,Gastric cancer
HCG17,Alzheimer disease
HCG17,Encephalitis japanese
HCG17,Colorectal cancer
HCG17,Cardiac hypertrophy
HCG17,Cardiomegaly
HCG17,Mantle cell lymphoma
HCG17,Oral squamous cell carcinoma
HCG17,Prostate cancer
HCG17,Stomach cancer
HCG17,Malaria
HCG17,Down syndrome
HCG17,Cancer
HCG17,Glioblastoma
HCG17,Astrocytoma
HCG17,Carcinoma lung non small cell
HCG17,Heart failure
HCG17,Juvenile rheumatoid arthritis
HCG17,Osteoarthritis
HCG17,Ulcerative colitis
HCG17,Stroke lacunar
HCG17,Pheochromocytoma
HCG17,Paraganglioma
HCG17,Hirschsprung disease
HCG17,Bladder cancer
HCG17,Urinary bladder cancer
HCG17,Thyroid cancer
HCG17,Osteosarcoma
HCG17,Adrenocortical cancer
HCG17,Adrenocortical carcinoma
HCG17,Renal cell carcinoma
HCG17,Schizophrenia
HCG17,Chorea
HCG17,Parkinson disease
HCG17,Squamous cell carcinoma
HCG17,Vascular diseases
HCG17,Ovarian neoplasms
HCG17,Lung adenocarcinoma
HCG17,Thyroid carcinoma
HCG17,Cervical cancer
HCG17,Intrahepatic cholangiocarcinoma
HCG17,Pulmonary hypertension
HCG17,Triple negative breast cancer
HCG17,Aortic valve disease
HCG17,Esophageal squamous cell carcinoma
HCG17,Uterine cervical neoplasms
HCG18,Anencephaly
HCG18,Neurofibromatosis 1
HCG18,Alzheimer disease
HCG18,Pancreatic cancer
HCG18,Cerebellar disease
HCG18,Amyotrophic lateral sclerosis
HCG18,Carcinoma lung non-small-cell
HCG18,Non-small cell lung cancer
HCG18,Esophageal cancer
HCG18,Hepatocellular carcinoma
HCG18,Hepatoma
HCG18,Cardiomegaly
HCG18,Melanoma
HCG18,Hepatitis B
HCG18,Epithelial ovarian cancer
HCG18,Astrocytoma
HCG18,Aortic valve disease
HCG18,T-cell leukemia
HCG18,Neuroblastoma
HCG18,Medulloblastoma
HCG18,Acute promyelocytic leukemia
HCG18,Prostate cancer
HCG18,Chronic lymphocytic leukemia
HCG18,Gastric cancer
HCG18,Stomach cancer
HCG18,Breast cancer
HCG18,Breast neoplasms
HCG18,Colon cancer
HCG18,Colonic neoplasms
HCG18,Glioblastoma
HCG18,Renal cell carcinoma
HCG18,Esophageal adenocarcinoma
HCG18,Colorectal cancer
HCG18,Multiple myeloma
HCG18,Prostatic neoplasms
HCG18,Colorectal carcinoma
HCG18,Prostate neoplasms
HCG18,Gastric neoplasms
HCG18,Urinary bladder cancer
HCG18,Urinary bladder neoplasms
HCG18,Head and neck neoplasms
HCG18,Lung cancer
HCG18,Lung neoplasms
HCG18,Cancer
HCG18,Neoplasms
HCG18,Squamous cell carcinoma
HCG18,Pituitary neoplasms
HCG18,Pancreatic neoplasms
HCG18,Hepatitis c virus infection
HCG18,Ovarian cancer
HCG18,Ovarian neoplasms
HCG18,Acute kidney injury
HCG18,Glioma
HCG18,Malignant glioma
HCG18,Gastrointestinal neoplasms
HCG18,Gastrointestinal system cancer
HCG18,Osteosarcoma
HCG18,Pancreatic ductal adenocarcinoma
HCG18,Renal clear cell carcinoma
HCG18,Schizophrenia
HCG18,Myocardial infarction
HCG18,Carcinoma hepatocellular
HCG18,Diabetes mellitus type 2
HCG18,Type 2 diabetes mellitus
HCG18,Esophageal squamous cell carcinoma
HCG18,Bladder cancer
HCG18,Primary biliary cirrhosis
HCG18,Endometrial cancer
HCG18,Malignant melanoma
HCG18,Laryngeal squamous cell carcinoma
HCG18,Kidney renal clear cell carcinoma
HCG18,Oral squamous cell carcinoma
HCG18,Head and neck squamous cell carcinoma
HCG18,Tongue squamous cell carcinoma
HCG18,Atrial fibrillation
HCG18,Cardiovascular disease
HCG18,Cardiomyopathy dilated
HCG18,Idiopathic dilated cardiomyopathy
HCG18,Carcinoma colon
HCG18,Atherosclerosis
HCG18,Squamous cell carcinoma esophageal
HCG18,Lung adenocarcinoma
HCG18,Heart failure
HCG18,Cataract
HCG18,Retinal degeneration
HCG18,Nasopharyngeal carcinoma
HCG18,Acute myocardial infarction
HCG18,Bladder neoplasms
HCG18,Hypertrophy
HCG18,Hypertrophy left ventricular
HCG18,Multiple sclerosis chronic progressive
HCG18,Triple negative breast cancer
HCG18,Triple negative sporadic breast cancer
HCG18,Anaplastic thyroid carcinoma
HCG18,Osteoporosis
HCG18,Vogt-koyanagi-harada disease
HCG18,Tuberous sclerosis
HCG18,Vascular diseases
HCG18,Hepatitis C
HCG18,Multiple sclerosis relapsing-remitting
HCG18,Relapsing-remitting multiple sclerosis
HCG18,Dermatitis
HCG18,Chronic obstructive pulmonary disease
HCG18,Papillary thyroid carcinoma
HCG18,Pulmonary hypertension
HCG18,Juvenile rheumatoid arthritis
HCG18,Rheumatoid arthritis
HCG18,Kaposi sarcoma
HCG18,Encephalitis herpes simplex
HCG18,Hormone-refractory prostate carcinoma
HCG18,Huntington disease
HCG18,Myelofibrosis
HCG18,Neoplasm residual
HCG18,Castration-resistant prostate cancer
HCG18,Chorea
HCG18,Intrahepatic cholestasis
HCG18,Acute myocarditis
HCG18,Bladder urothelial carcinoma
HCG18,Skin cancer
HCG18,Cholangiocarcinoma
HCG18,Early hepatocellular carcinoma
HCG18,Gastrointestinal stromal tumor
HCG18,Liver neoplasms
HCG18,Lung carcinoma
HCG18,HBV+ hepatocellular carcinoma
HCG18,Diffuse large b cell lymphoma
HCG18,Renal fibrosis
HCG18,Precursor cell lymphoblastic leukemia-lymphoma
HCG18,Pre-eclampsia
HCG18,Hypertension
HCG18,Kawasaki disease
HCG18,Down syndrome
HCG18,Thyroid adenomas
HCG18,Pulmonary tuberculosis
HCG18,Glioblastoma multiforme
HCG18,Coronary artery disease
HCG18,Pituitary adenoma
HCG18,Scleroderma
HCG18,Cervical cancer
HCG18,HIV
HCG18,B-cell lymphoma
HCG18,Leukemic b-cells
HCG18,Hodgkin disease
HCG18,Hodgkin lymphoma
HCG18,Intermediate coronary syndrome
HCG18,Colorectal neoplasms
HCG18,Inflammation
HCG18,Lung injury
HCG18,Plaque atherosclerotic
HCG18,Polycystic liver disease
HCG18,Estrogen-receptor positive breast cancer
HCG18,B-cell chronic lymphocytic leukemia
HCG18,Non-small cell lung adenocarcinoma
HCG18,Chronic myeloid leukemia
HCG18,Myeloid leukemia
HCG18,Myeloma
HCG18,Encephalitis japanese
HCG18,Cardiac hypertrophy
HCG18,Mantle cell lymphoma
HCG18,Malaria
HCG18,Carcinoma lung non small cell
HCG18,Osteoarthritis
HCG18,Ulcerative colitis
HCG18,Stroke lacunar
HCG18,Polycystic kidney diseases
HCG18,Thyroid carcinoma anaplastic
HCG18,Carotid stenosis
HCG18,Clear cell renal cell carcinoma
HCG18,Kidney diseases
HCG18,Lymphosarcoma
HCG18,Idiopathic pulmonary fibrosis
HCG18,Chronic kidney disease
HCG18,Autosomal dominant polycystic kidney disease
HCG18,Nasopharynx carcinoma
HCG18,Pheochromocytoma
HCG18,Paraganglioma
HCG18,Hirschsprung disease
HCG18,Thyroid cancer
HCG18,Adrenocortical cancer
HCG18,Adrenocortical carcinoma
HCG18,Adrenoleukodystrophy
HCG18,Vitiligo
HCG18,Acute leukemia
HCG18,Congenital heart disease
HCG18,Pancreatic endocrine carcinoma
HCG18,Endometriosis
HCG18,Hypoxia
HCG18,Colon carcinoma
HCG18,Myasthenia gravis
HCG18,Parkinson disease
HCG18,Thyroid carcinoma
HCG18,Intrahepatic cholangiocarcinoma
HCG18,Head and neck cancer
HCG18,Uterine fibroid
HCG18,Liver cancer
HCG18,Glomerular disease
HCG18,Glomerulosclerosis
HCG18,Stroke
HCG18,Diabetic nephropathies
HCG18,Sclerosis
HCG18,Cerebellar neurodegeneration
HCG18,Lymphoma
HCG18,Neuroblastoma with 1p36 deletion
HCG18,Bipolar disorder
HCG18,Ewing sarcoma
HCG18,Pulmonary fibrosis
HCG18,Uveal melanoma
HCG18,Retinoblastoma
HCG18,Acute myelocytic leukemia
HCG18,Acute myeloid leukemia
HCG18,Laryngeal carcinoma
HCG18,Testicular germ cell cancer
HCG18,Testicular germ cell tumor
HCG18,Hilar cholangiocarcinoma
HCG18,Carcinoma renal cell
HCG18,Colon neoplasms
HCG18,Adenocarcinoma gastric
HCG18,Gastric adenocarcinoma
HCG18,Adenocarcinoma lung
HCG18,Carcinoma adrenocortical
HCG18,Salivary gland cancer
HCG18,Salivary gland neoplasms
HCG18,Ovary epithelial cancer
HCG18,Ovarian carcinoma
HCG18,Leukemia
HCG18,Acute myeloid leukemia with mixed lineage leukemia
HCG18,Ovarian epithelial cancer
HCG18,Leukemia acute myeloid
HCG18,Uterine cervical neoplasms
HCG18,Small cell lung cancer
HCG18,Liver hepatocellular carcinoma
HCG18,Polycystic ovary syndrome
HCG18,Leiomyoma
HCG18,Syndrome
HCG18,Prolactinoma
HCG18,Burkitt lymphoma
HCG18,Trophoblasts
HCG18,Vesicular stomatitis
HCG18,Disease of metabolism
HCG18,Metabolic disease
HCG18,Alzheimer disease susceptibility to
HCG18,Melas syndrome
HCG18,Stomach adenocarcinoma
HCG18,Progressive supranuclear palsy
HCG18,Supranuclear palsy progressive
HCP5,Alzheimer disease
HCP5,Melanoma
HCP5,Hepatitis B
HCP5,Epithelial ovarian cancer
HCP5,Astrocytoma
HCP5,Carcinoma lung non-small-cell
HCP5,Aortic valve disease
HCP5,Hepatocellular carcinoma
HCP5,T-cell leukemia
HCP5,Neuroblastoma
HCP5,Medulloblastoma
HCP5,Acute promyelocytic leukemia
HCP5,Prostate cancer
HCP5,Chronic lymphocytic leukemia
HCP5,Gastric cancer
HCP5,Stomach cancer
HCP5,Breast cancer
HCP5,Breast neoplasms
HCP5,Colon cancer
HCP5,Colonic neoplasms
HCP5,Glioblastoma
HCP5,Non-small cell lung cancer
HCP5,Renal cell carcinoma
HCP5,Esophageal adenocarcinoma
HCP5,Colorectal cancer
HCP5,Multiple myeloma
HCP5,Prostatic neoplasms
HCP5,Multiple sclerosis chronic progressive
HCP5,Precursor cell lymphoblastic leukemia-lymphoma
HCP5,Neurofibromatosis 1
HCP5,Pituitary neoplasms
HCP5,Pituitary somatomammotrophic tumor
HCP5,Atherosclerosis
HCP5,Multiple sclerosis relapsing-remitting
HCP5,Ovarian neoplasms
HCP5,Glioma
HCP5,Malignant glioma
HCP5,Amyotrophic lateral sclerosis
HCP5,Pituitary adenoma
HCP5,Growth hormone-secreting pituitary adenoma
HCP5,Acute myelogenous leukemia
HCP5,Acute myeloid leukemia
HCP5,Acute lymphoblastic leukemia
HCP5,Acute lymphocytic leukemia
HCP5,Leukemia lymphoblastic acute
HCP5,Nerve degeneration
HCP5,Oral squamous cell carcinoma
HCP5,Bladder cancer
HCP5,Urinary bladder cancer
HCP5,Primary biliary cirrhosis
HCP5,Uterine fibroid
HCP5,Endometrial cancer
HCP5,Ovarian cancer
HCP5,Osteosarcoma
HCP5,Clear cell renal cell carcinoma
HCP5,Renal clear cell carcinoma
HCP5,Gallbladder carcinoma
HCP5,Chronic myeloid leukemia
HCP5,Cardiomegaly
HCP5,Primary pulmonary hypertension
HCP5,Squamous cell carcinoma
HCP5,Multiple sclerosis
HCP5,Relapsing-remitting multiple sclerosis
HCP5,Liver cancer
HCP5,Retinoblastoma
HCP5,Hypopharyngeal carcinoma
HCP5,Hypopharyngeal squamous cell carcinoma
HCP5,Thalassemia
HCP5,Thyroid cancer
HCP5,Thyroid adenomas
HCP5,Papillary thyroid carcinoma
HCP5,Polycystic kidney diseases
HCP5,Thyroid carcinoma anaplastic
