miRNA,disease
hsa-miR-346,Breast Cancer
hsa-miR-346,Carcinoma
hsa-miR-346,Cholangiocarcinoma
hsa-miR-346,Chordoma
hsa-miR-346,Colon Cancer
hsa-miR-346,Colorectal Cancer
hsa-miR-346,COVID-19
hsa-miR-346,Esophageal Cancer
hsa-miR-346,Follicular Thyroid Carcinoma
hsa-miR-346,Gastric Adenocarcinoma
hsa-miR-346,Gastric Cancer
hsa-miR-346,Gestational Choriocarcinoma
hsa-miR-346,Glioblastoma
hsa-miR-346,Head And Neck Squamous Cell Carcinoma
hsa-miR-346,Hepatocellular Carcinoma
hsa-miR-346,Her2-Receptor Positive Breast Cancer
hsa-miR-346,Huntington's Disease
hsa-miR-346,Inflammatory Bowel Disease
hsa-miR-346,Liver Cancer
hsa-miR-346,Lung Adenocarcinoma
hsa-miR-346,Lung Cancer
hsa-miR-346,Lung Squamous Cell Carcinoma
hsa-miR-346,Lupus Nephritis
hsa-miR-346,Lymphoma
hsa-miR-346,Malignant Glioma
hsa-miR-346,Malignant Pleural Mesothelioma
hsa-miR-346,Medulloblastoma
hsa-miR-346,Melanoma
hsa-miR-346,Multiple Sclerosis
hsa-miR-346,Nasopharynx Carcinoma
hsa-miR-346,Obesity
hsa-miR-346,Osteosarcoma
hsa-miR-346,Ovarian Cancer
hsa-miR-346,Ovarian Carcinoma
hsa-miR-346,Pancreatic Cancer
hsa-miR-346,Papillary Thyroid Carcinoma
hsa-miR-346,Parkinson Disease
hsa-miR-346,Pre-Eclampsia
hsa-miR-346,Prostate Cancer
hsa-miR-346,Prostate Neoplasm
hsa-miR-346,Relapsing-Remitting Multiple Sclerosis
hsa-miR-346,Renal Cell Carcinoma
hsa-miR-346,Rheumatoid Arthritis
hsa-miR-346,Schizophrenia
hsa-miR-346,Seizure
hsa-miR-346,Stomach Cancer
hsa-miR-346,Systemic Lupus Erythematosus
hsa-miR-346,Thyroid Cancer
hsa-miR-346,Thyroid Carcinoma
hsa-miR-346,Type 1 Diabetes Mellitus
hsa-miR-346,Ulcerative Colitis
hsa-miR-346,Uterine Cancer
hsa-miR-346,Uveal Melanoma
hsa-miR-384,Alzheimer Disease
hsa-miR-384,Bladder Cancer
hsa-miR-384,Breast Cancer
hsa-miR-384,Carcinoma
hsa-miR-384,Colon Cancer
hsa-miR-384,Colorectal Cancer
hsa-miR-384,Diabetic Retinopathy
hsa-miR-384,Esophageal Cancer
hsa-miR-384,Esophagus Squamous Cell Carcinoma
hsa-miR-384,Gastric Cancer
hsa-miR-384,Glioma
hsa-miR-384,Hepatocellular Carcinoma
hsa-miR-384,Leiomyoma
hsa-miR-384,Lung Cancer
hsa-miR-384,Malignant Glioma
hsa-miR-384,Melanoma
hsa-miR-384,Nasopharynx Cancer
hsa-miR-384,Nasopharynx Carcinoma
hsa-miR-384,Nephroblastoma
hsa-miR-384,Non-Small Cell Lung Cancer
hsa-miR-384,Oral Squamous Cell Carcinoma
hsa-miR-384,Osteoarthritis
hsa-miR-384,Osteoporosis
hsa-miR-384,Osteosarcoma
hsa-miR-384,Pancreatic Cancer
hsa-miR-384,Papillary Thyroid Cancer
hsa-miR-384,Papillary Thyroid Carcinoma
hsa-miR-384,Parkinson Disease
hsa-miR-384,Pre-Eclampsia
hsa-miR-384,Renal Cell Carcinoma
hsa-miR-384,Stomach Cancer
hsa-miR-384,Wilms Tumor
hsa-miR-196b-5p,Acute Myeloid Leukemia
hsa-miR-196b-5p,Adrenocortical Carcinoma
hsa-miR-196b-5p,Atrial Fibrillation
hsa-miR-196b-5p,B-Cell Lymphoma
hsa-miR-196b-5p,Breast Cancer
hsa-miR-196b-5p,Breast Carcinoma
hsa-miR-196b-5p,Breast Invasive Carcinoma
hsa-miR-196b-5p,Cervical Cancer
hsa-miR-196b-5p,Cholangiocarcinoma
hsa-miR-196b-5p,Colon Adenocarcinoma
hsa-miR-196b-5p,Colorectal Cancer
hsa-miR-196b-5p,Coronary Artery Disease
hsa-miR-196b-5p,COVID-19
hsa-miR-196b-5p,Crohn's Disease
hsa-miR-196b-5p,Esophageal Cancer
hsa-miR-196b-5p,Esophageal Carcinoma
hsa-miR-196b-5p,Gastric Cancer
hsa-miR-196b-5p,Glioblastoma Multiforme
hsa-miR-196b-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-196b-5p,Hepatocellular Carcinoma
hsa-miR-196b-5p,Hodgkin's Lymphoma
hsa-miR-196b-5p,Huntington's Disease
hsa-miR-196b-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-196b-5p,Liver Hepatocellular Carcinoma
hsa-miR-196b-5p,Lung Adenocarcinoma
hsa-miR-196b-5p,Lung Cancer
hsa-miR-196b-5p,Lung Small Cell Carcinoma
hsa-miR-196b-5p,Lung Squamous Cell Carcinoma
hsa-miR-196b-5p,Lymphoma
hsa-miR-196b-5p,Medulloblastoma
hsa-miR-196b-5p,Multiple Myeloma
hsa-miR-196b-5p,Myelodysplastic Syndrome
hsa-miR-196b-5p,Nasopharynx Carcinoma
hsa-miR-196b-5p,Nephroblastoma
hsa-miR-196b-5p,Non-Small Cell Lung Cancer
hsa-miR-196b-5p,Obesity
hsa-miR-196b-5p,Osteosarcoma
hsa-miR-196b-5p,Pancreatic Adenocarcinoma
hsa-miR-196b-5p,Pancreatic Cancer
hsa-miR-196b-5p,Pancreatic Ductal Adenocarcinoma
hsa-miR-196b-5p,Papillary Renal Cell Carcinoma
hsa-miR-196b-5p,Papillary Thyroid Carcinoma
hsa-miR-196b-5p,Parkinson Disease
hsa-miR-196b-5p,Prostate Adenocarcinoma
hsa-miR-196b-5p,Prostate Cancer
hsa-miR-196b-5p,Prostate Neoplasm
hsa-miR-196b-5p,Rectum Adenocarcinoma
hsa-miR-196b-5p,Renal Cell Carcinoma
hsa-miR-196b-5p,Renal Clear Cell Carcinoma
hsa-miR-196b-5p,Retinoblastoma
hsa-miR-196b-5p,Rheumatoid Arthritis
hsa-miR-196b-5p,Squamous Cell Carcinoma
hsa-miR-196b-5p,Stomach Adenocarcinoma
hsa-miR-196b-5p,Testicular Germ Cell Cancer
hsa-miR-196b-5p,Testicular Germ Cell Tumor
hsa-miR-196b-5p,Thyroid Carcinoma
hsa-miR-196b-5p,Type 1 Diabetes Mellitus
hsa-miR-196b-5p,Type 2 Diabetes Mellitus
hsa-miR-196b-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-196b-5p,Wilms Tumor
hsa-miR-422a,Acute Myeloblastic Leukemia
hsa-miR-422a,Acute Myeloid Leukemia
hsa-miR-422a,Alzheimer Disease
hsa-miR-422a,Amyotrophic Lateral Sclerosis
hsa-miR-422a,Arteriosclerotic Cardiovascular Disease
hsa-miR-422a,Atherosclerosis
hsa-miR-422a,Breast Cancer
hsa-miR-422a,Carcinoma
hsa-miR-422a,Cardiomyopathy
hsa-miR-422a,Clear Cell Renal Cell Carcinoma
hsa-miR-422a,Colon Cancer
hsa-miR-422a,Colorectal Cancer
hsa-miR-422a,Colorectal Carcinoma
hsa-miR-422a,COVID-19
hsa-miR-422a,Dermatomyositis
hsa-miR-422a,Esophageal Cancer
hsa-miR-422a,Esophagus Squamous Cell Carcinoma
hsa-miR-422a,Estrogen-Receptor Positive Breast Cancer
hsa-miR-422a,Fatty Liver Disease
hsa-miR-422a,Gastric Cancer
hsa-miR-422a,Glioblastoma
hsa-miR-422a,Glioblastoma Multiforme
hsa-miR-422a,Glioma
hsa-miR-422a,Head And Neck Cancer
hsa-miR-422a,Head And Neck Squamous Cell Carcinoma
hsa-miR-422a,Hepatocellular Carcinoma
hsa-miR-422a,Her2-Receptor Positive Breast Cancer
hsa-miR-422a,Hodgkin's Lymphoma
hsa-miR-422a,Huntington's Disease
hsa-miR-422a,Intracranial Aneurysm
hsa-miR-422a,Intrahepatic Cholangiocarcinoma
hsa-miR-422a,Leukemia
hsa-miR-422a,Liver Cancer
hsa-miR-422a,Liver Hepatocellular Carcinoma
hsa-miR-422a,Lung Adenocarcinoma
hsa-miR-422a,Lung Cancer
hsa-miR-422a,Lung Squamous Cell Carcinoma
hsa-miR-422a,Lymphoma
hsa-miR-422a,Malignant Glioma
hsa-miR-422a,Medulloblastoma
hsa-miR-422a,Melanoma
hsa-miR-422a,Multiple Myeloma
hsa-miR-422a,Multiple Sclerosis
hsa-miR-422a,Nasopharynx Carcinoma
hsa-miR-422a,Nephroblastoma
hsa-miR-422a,Non-Hodgkin Lymphoma
hsa-miR-422a,Non-Small Cell Lung Cancer
hsa-miR-422a,Osteoporosis
hsa-miR-422a,Osteosarcoma
hsa-miR-422a,Ovarian Cancer
hsa-miR-422a,Ovarian Carcinoma
hsa-miR-422a,Pancreatic Adenocarcinoma
hsa-miR-422a,Pancreatic Cancer
hsa-miR-422a,Parkinson Disease
hsa-miR-422a,Pituitary Adenoma
hsa-miR-422a,Prostate Cancer
hsa-miR-422a,Relapsing-Remitting Multiple Sclerosis
hsa-miR-422a,Renal Cell Carcinoma
hsa-miR-422a,Renal Clear Cell Carcinoma
hsa-miR-422a,Retinoblastoma
hsa-miR-422a,Rhabdomyosarcoma
hsa-miR-422a,Stomach Cancer
hsa-miR-422a,Synovial Sarcoma
hsa-miR-422a,Thyroid Cancer
hsa-miR-422a,Uterine Cancer
hsa-miR-422a,Wilms Tumor
hsa-miR-424-5p,Acute Lymphoblastic Leukemia
hsa-miR-424-5p,Adrenocortical Carcinoma
hsa-miR-424-5p,Alzheimer Disease
hsa-miR-424-5p,Amyotrophic Lateral Sclerosis
hsa-miR-424-5p,Atherosclerosis
hsa-miR-424-5p,Autism Spectrum Disorder
hsa-miR-424-5p,B-Cell Lymphoma
hsa-miR-424-5p,Biliary Atresia
hsa-miR-424-5p,Bladder Cancer
hsa-miR-424-5p,Breast Cancer
hsa-miR-424-5p,Breast Invasive Carcinoma
hsa-miR-424-5p,Burkitt Lymphoma
hsa-miR-424-5p,Carcinoma
hsa-miR-424-5p,Cardiovascular Disease
hsa-miR-424-5p,Cell Renal Cell Carcinoma
hsa-miR-424-5p,Cervical Cancer
hsa-miR-424-5p,Cholangiocarcinoma
hsa-miR-424-5p,Chronic Obstructive Pulmonary Disease
hsa-miR-424-5p,Colon Adenocarcinoma
hsa-miR-424-5p,Colon Cancer
hsa-miR-424-5p,Colorectal Cancer
hsa-miR-424-5p,COVID-19
hsa-miR-424-5p,Cutaneous Malignant Melanoma
hsa-miR-424-5p,Dermatomyositis
hsa-miR-424-5p,Diabetic Nephropathy
hsa-miR-424-5p,Endometriosis
hsa-miR-424-5p,Esophageal Cancer
hsa-miR-424-5p,Esophagus Squamous Cell Carcinoma
hsa-miR-424-5p,Gastric Adenocarcinoma
hsa-miR-424-5p,Gastric Cancer
hsa-miR-424-5p,Glioma
hsa-miR-424-5p,Head And Neck Cancer
hsa-miR-424-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-424-5p,Hepatitis B Virus Infection
hsa-miR-424-5p,Hepatocellular Carcinoma
hsa-miR-424-5p,Intervertebral Disc Degeneration
hsa-miR-424-5p,Intracranial Aneurysm
hsa-miR-424-5p,Intrahepatic Cholangiocarcinoma
hsa-miR-424-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-424-5p,Leukemia
hsa-miR-424-5p,Liver Cancer
hsa-miR-424-5p,Liver Hepatocellular Carcinoma
hsa-miR-424-5p,Lung Adenocarcinoma
hsa-miR-424-5p,Lung Cancer
hsa-miR-424-5p,Lung Squamous Cell Carcinoma
hsa-miR-424-5p,Lymphoma
hsa-miR-424-5p,Melanoma
hsa-miR-424-5p,Multiple Myeloma
hsa-miR-424-5p,Multiple Sclerosis
hsa-miR-424-5p,Myasthenia Gravis
hsa-miR-424-5p,Myocardial Infarction
hsa-miR-424-5p,Nasopharynx Carcinoma
hsa-miR-424-5p,Nephroblastoma
hsa-miR-424-5p,Non-Hodgkin Lymphoma
hsa-miR-424-5p,Non-Small Cell Lung Cancer
hsa-miR-424-5p,Oral Squamous Cell Carcinoma
hsa-miR-424-5p,Osteoporosis
hsa-miR-424-5p,Osteosarcoma
hsa-miR-424-5p,Ovarian Cancer
hsa-miR-424-5p,Ovarian Carcinoma
hsa-miR-424-5p,Ovarian Clear Cell Carcinoma
hsa-miR-424-5p,Pancreatic Adenocarcinoma
hsa-miR-424-5p,Pancreatic Cancer
hsa-miR-424-5p,Papillary Renal Cell Carcinoma
hsa-miR-424-5p,Parkinson Disease
hsa-miR-424-5p,Polycystic Ovary Syndrome
hsa-miR-424-5p,Pre-Eclampsia
hsa-miR-424-5p,Prostate Adenocarcinoma
hsa-miR-424-5p,Psoriasis
hsa-miR-424-5p,Rectum Adenocarcinoma
hsa-miR-424-5p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-424-5p,Renal Clear Cell Carcinoma
hsa-miR-424-5p,Retinoblastoma
hsa-miR-424-5p,Rheumatoid Arthritis
hsa-miR-424-5p,Sarcoma
hsa-miR-424-5p,Skin Cutaneous Melanoma
hsa-miR-424-5p,Stomach Adenocarcinoma
hsa-miR-424-5p,Stomach Cancer
hsa-miR-424-5p,Synovial Sarcoma
hsa-miR-424-5p,T-Cell Leukemia
hsa-miR-424-5p,Thyroid Cancer
hsa-miR-424-5p,Thyroid Carcinoma
hsa-miR-424-5p,Triple-Negative Breast Cancer
hsa-miR-424-5p,Type 1 Diabetes Mellitus
hsa-miR-424-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-18b-5p,Alzheimer Disease
hsa-miR-18b-5p,Amyotrophic Lateral Sclerosis
hsa-miR-18b-5p,Breast Cancer
hsa-miR-18b-5p,Cardiovascular Disease
hsa-miR-18b-5p,Cholangiocarcinoma
hsa-miR-18b-5p,Colon Adenocarcinoma
hsa-miR-18b-5p,Colon Cancer
hsa-miR-18b-5p,Colorectal Cancer
hsa-miR-18b-5p,COVID-19
hsa-miR-18b-5p,Diabetic Nephropathy
hsa-miR-18b-5p,Diffuse Large B-Cell Lymphoma
hsa-miR-18b-5p,Endometrial Cancer
hsa-miR-18b-5p,Esophageal Cancer
hsa-miR-18b-5p,Esophagus Squamous Cell Carcinoma
hsa-miR-18b-5p,Gallbladder Cancer
hsa-miR-18b-5p,Glioblastoma
hsa-miR-18b-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-18b-5p,Her2-Receptor Positive Breast Cancer
hsa-miR-18b-5p,Hodgkin's Lymphoma
hsa-miR-18b-5p,Leukemia
hsa-miR-18b-5p,Liver Cancer
hsa-miR-18b-5p,Lung Adenocarcinoma
hsa-miR-18b-5p,Lung Cancer
hsa-miR-18b-5p,Lung Small Cell Carcinoma
hsa-miR-18b-5p,Lung Squamous Cell Carcinoma
hsa-miR-18b-5p,Multiple Myeloma
hsa-miR-18b-5p,Nasopharynx Carcinoma
hsa-miR-18b-5p,Nephroblastoma
hsa-miR-18b-5p,Oral Squamous Cell Carcinoma
hsa-miR-18b-5p,Osteoarthritis
hsa-miR-18b-5p,Osteosarcoma
hsa-miR-18b-5p,Ovarian Cancer
hsa-miR-18b-5p,Ovarian Carcinoma
hsa-miR-18b-5p,Ovarian Clear Cell Carcinoma
hsa-miR-18b-5p,Pancreatic Adenocarcinoma
hsa-miR-18b-5p,Pancreatic Cancer
hsa-miR-18b-5p,Parkinson Disease
hsa-miR-18b-5p,Polycystic Ovary Syndrome
hsa-miR-18b-5p,Prostate Adenocarcinoma
hsa-miR-18b-5p,Prostate Neoplasm
hsa-miR-18b-5p,Renal Cell Carcinoma
hsa-miR-18b-5p,Retinoblastoma
hsa-miR-18b-5p,Sarcoma
hsa-miR-18b-5p,Stomach Adenocarcinoma
hsa-miR-18b-5p,Thyroid Cancer
hsa-miR-18b-5p,Thyroid Carcinoma
hsa-miR-18b-5p,Triple-Negative Breast Cancer
hsa-miR-18b-5p,Type 1 Diabetes Mellitus
hsa-miR-18b-5p,Type 2 Diabetes Mellitus
hsa-miR-18b-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-20b-5p,Adenocarcinoma
hsa-miR-20b-5p,Adrenocortical Carcinoma
hsa-miR-20b-5p,Adult Acute Myeloid Leukemia
hsa-miR-20b-5p,Alzheimer Disease
hsa-miR-20b-5p,Amyotrophic Lateral Sclerosis
hsa-miR-20b-5p,Breast Cancer
hsa-miR-20b-5p,Breast Invasive Carcinoma
hsa-miR-20b-5p,Cancer
hsa-miR-20b-5p,Cardiovascular Disease
hsa-miR-20b-5p,Carotid Stenosis
hsa-miR-20b-5p,Cell Renal Cell Carcinoma
hsa-miR-20b-5p,Cervical Squamous Cell Carcinoma
hsa-miR-20b-5p,Cholangiocarcinoma
hsa-miR-20b-5p,Chronic Hepatitis B
hsa-miR-20b-5p,Chronic Obstructive Pulmonary Disease
hsa-miR-20b-5p,Colon Cancer
hsa-miR-20b-5p,Colorectal Cancer
hsa-miR-20b-5p,Coronary Heart Disease
hsa-miR-20b-5p,Diffuse Large B-Cell Lymphoma
hsa-miR-20b-5p,Duchenne Muscular Dystrophy
hsa-miR-20b-5p,Endometrial Cancer
hsa-miR-20b-5p,Esophageal Cancer
hsa-miR-20b-5p,Esophageal Carcinoma
hsa-miR-20b-5p,Esophagus Squamous Cell Carcinoma
hsa-miR-20b-5p,Gallbladder Carcinoma
hsa-miR-20b-5p,Gastric Adenocarcinoma
hsa-miR-20b-5p,Gastric Cancer
hsa-miR-20b-5p,Gestational Diabetes Mellitus
hsa-miR-20b-5p,Glaucoma
hsa-miR-20b-5p,Glioblastoma
hsa-miR-20b-5p,Hepatocellular Carcinoma
hsa-miR-20b-5p,Hodgkin's Lymphoma
hsa-miR-20b-5p,Infertility
hsa-miR-20b-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-20b-5p,Laryngeal Squamous Cell Carcinoma
hsa-miR-20b-5p,Leukemia
hsa-miR-20b-5p,Liver Cancer
hsa-miR-20b-5p,Lung Adenocarcinoma
hsa-miR-20b-5p,Lung Small Cell Carcinoma
hsa-miR-20b-5p,Lung Squamous Cell Carcinoma
hsa-miR-20b-5p,Major Depressive Disorder
hsa-miR-20b-5p,Malignant Pleural Mesothelioma
hsa-miR-20b-5p,Melanoma
hsa-miR-20b-5p,Multiple Myeloma
hsa-miR-20b-5p,Myasthenia Gravis
hsa-miR-20b-5p,Nasopharynx Carcinoma
hsa-miR-20b-5p,Nephroblastoma
hsa-miR-20b-5p,Non-Small Cell Lung Cancer
hsa-miR-20b-5p,Oral Cancer
hsa-miR-20b-5p,Oral Squamous Cell Carcinoma
hsa-miR-20b-5p,Osteoarthritis
hsa-miR-20b-5p,Osteoporosis
hsa-miR-20b-5p,Osteosarcoma
hsa-miR-20b-5p,Ovarian Carcinoma
hsa-miR-20b-5p,Pancreatic Cancer
hsa-miR-20b-5p,Papillary Renal Cell Carcinoma
hsa-miR-20b-5p,Parkinson Disease
hsa-miR-20b-5p,Polycystic Ovary Syndrome
hsa-miR-20b-5p,Primary Open Angle Glaucoma
hsa-miR-20b-5p,Prostate Adenocarcinoma
hsa-miR-20b-5p,Prostate Neoplasm
hsa-miR-20b-5p,Rectum Adenocarcinoma
hsa-miR-20b-5p,Renal Cell Carcinoma
hsa-miR-20b-5p,Renal Clear Cell Carcinoma
hsa-miR-20b-5p,Retinoblastoma
hsa-miR-20b-5p,Sarcoma
hsa-miR-20b-5p,Squamous Cell Carcinoma
hsa-miR-20b-5p,Stomach Adenocarcinoma
hsa-miR-20b-5p,Synovial Sarcoma
hsa-miR-20b-5p,T-Cell Acute Lymphoblastic Leukemia
hsa-miR-20b-5p,Testicular Germ Cell Cancer
hsa-miR-20b-5p,Testicular Germ Cell Tumor
hsa-miR-20b-5p,Thyroid Cancer
hsa-miR-20b-5p,Thyroid Carcinoma
hsa-miR-20b-5p,Tuberculosis
hsa-miR-20b-5p,Type 1 Diabetes Mellitus
hsa-miR-20b-5p,Unstable Angina
hsa-miR-20b-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-448,Alzheimer Disease
hsa-miR-448,Amyotrophic Lateral Sclerosis
hsa-miR-448,Asthma
hsa-miR-448,Atherosclerosis
hsa-miR-448,Breast Cancer
hsa-miR-448,Carcinoma
hsa-miR-448,Colon Cancer
hsa-miR-448,Colorectal Cancer
hsa-miR-448,COVID-19
hsa-miR-448,Embryonal Cancer
hsa-miR-448,Embryonal Tumor
hsa-miR-448,Endometrial Carcinoma
hsa-miR-448,Estrogen-Receptor Positive Breast Cancer
hsa-miR-448,Gastric Cancer
hsa-miR-448,Glioblastoma
hsa-miR-448,Glioma
hsa-miR-448,Hepatitis C
hsa-miR-448,Hepatitis C Virus Infection
hsa-miR-448,Hepatocellular Carcinoma
hsa-miR-448,Her2-Receptor Positive Breast Cancer
hsa-miR-448,Hodgkin's Lymphoma
hsa-miR-448,Huntington's Disease
hsa-miR-448,Lung Cancer
hsa-miR-448,Lung Squamous Cell Carcinoma
hsa-miR-448,Malignant Glioma
hsa-miR-448,Malignant Pleural Mesothelioma
hsa-miR-448,Medulloblastoma
hsa-miR-448,Melanoma
hsa-miR-448,Multiple Myeloma
hsa-miR-448,Multiple Sclerosis
hsa-miR-448,Nasopharynx Cancer
hsa-miR-448,Nasopharynx Carcinoma
hsa-miR-448,Non-Small Cell Lung Cancer
hsa-miR-448,Oral Squamous Cell Carcinoma
hsa-miR-448,Osteosarcoma
hsa-miR-448,Ovarian Cancer
hsa-miR-448,Pancreatic Cancer
hsa-miR-448,Pancreatic Ductal Adenocarcinoma
hsa-miR-448,Papillary Thyroid Cancer
hsa-miR-448,Parkinson Disease
hsa-miR-448,Periodontitis
hsa-miR-448,Pituitary Adenoma
hsa-miR-448,Prostate Cancer
hsa-miR-448,Squamous Cell Carcinoma
hsa-miR-448,Stomach Cancer
hsa-miR-448,Triple-Negative Breast Cancer
hsa-miR-448,Tuberculosis
hsa-miR-448,Type 1 Diabetes Mellitus
hsa-miR-429,Acute Lymphoblastic Leukemia
hsa-miR-429,Acute Myeloid Leukemia
hsa-miR-429,Adenocarcinoma
hsa-miR-429,Alzheimer Disease
hsa-miR-429,Amyotrophic Lateral Sclerosis
hsa-miR-429,Astrocytoma
hsa-miR-429,Atherosclerosis
hsa-miR-429,Azoospermia
hsa-miR-429,Biliary Atresia
hsa-miR-429,Bladder Cancer
hsa-miR-429,Bladder Urothelial Carcinoma
hsa-miR-429,Breast Cancer
hsa-miR-429,Breast Carcinoma
hsa-miR-429,Breast Invasive Carcinoma
hsa-miR-429,Cancer
hsa-miR-429,Carcinoma
hsa-miR-429,Cell Renal Cell Carcinoma
hsa-miR-429,Cervical Cancer
hsa-miR-429,Cervical Squamous Cell Carcinoma
hsa-miR-429,Cholangiocarcinoma
hsa-miR-429,Chronic Lymphocytic Leukemia
hsa-miR-429,Chronic Myeloid Leukemia
hsa-miR-429,Chronic Obstructive Pulmonary Disease
hsa-miR-429,Clear Cell Renal Cell Carcinoma
hsa-miR-429,Colon Adenocarcinoma
hsa-miR-429,Colon Cancer
hsa-miR-429,Colorectal Adenocarcinoma
hsa-miR-429,Colorectal Cancer
hsa-miR-429,Colorectal Carcinoma
hsa-miR-429,COVID-19
hsa-miR-429,Crohn's Disease
hsa-miR-429,Diabetes Mellitus
hsa-miR-429,Diabetic Nephropathy
hsa-miR-429,Dilated Cardiomyopathy
hsa-miR-429,Duchenne Muscular Dystrophy
hsa-miR-429,Embryonal Carcinoma
hsa-miR-429,Endometrial Adenocarcinoma
hsa-miR-429,Endometrial Cancer
hsa-miR-429,Endometrial Carcinoma
hsa-miR-429,Endometriosis
hsa-miR-429,Epilepsy
hsa-miR-429,Epithelial Ovarian Cancer
hsa-miR-429,Esophageal Adenocarcinoma
hsa-miR-429,Esophageal Cancer
hsa-miR-429,Esophageal Carcinoma
hsa-miR-429,Esophagus Squamous Cell Carcinoma
hsa-miR-429,Estrogen-Receptor Positive Breast Cancer
hsa-miR-429,Fatty Liver Disease
hsa-miR-429,Fibrosarcoma
hsa-miR-429,Gastric Adenocarcinoma
hsa-miR-429,Gastric Cancer
hsa-miR-429,Gastric Carcinoma
hsa-miR-429,Glaucoma
hsa-miR-429,Glioblastoma
hsa-miR-429,Glioma
hsa-miR-429,Hepatocellular Carcinoma
hsa-miR-429,Her2-Receptor Positive Breast Cancer
hsa-miR-429,Hirschsprung's Disease
hsa-miR-429,Intrahepatic Cholangiocarcinoma
hsa-miR-429,Kidney Renal Papillary Cell Carcinoma
hsa-miR-429,Laryngeal Cancer
hsa-miR-429,Leukemia
hsa-miR-429,Liver Cancer
hsa-miR-429,Lung Adenocarcinoma
hsa-miR-429,Lung Cancer
hsa-miR-429,Lung Non-Small Cell Carcinoma
hsa-miR-429,Lung Small Cell Carcinoma
hsa-miR-429,Lung Squamous Cell Carcinoma
hsa-miR-429,Malignant Glioma
hsa-miR-429,Malignant Melanoma
hsa-miR-429,Melanoma
hsa-miR-429,Mouth Neoplasm
hsa-miR-429,Nasopharynx Cancer
hsa-miR-429,Nasopharynx Carcinoma
hsa-miR-429,Nephroblastoma
hsa-miR-429,Neuroblastoma
hsa-miR-429,Non-Alcoholic Fatty Liver
hsa-miR-429,Non-Small Cell Lung Cancer
hsa-miR-429,Obesity
hsa-miR-429,Oral Cancer
hsa-miR-429,Osteoporosis
hsa-miR-429,Osteosarcoma
hsa-miR-429,Ovarian Cancer
hsa-miR-429,Ovarian Carcinoma
hsa-miR-429,Pancreatic Adenocarcinoma
hsa-miR-429,Pancreatic Cancer
hsa-miR-429,Pancreatic Ductal Adenocarcinoma
hsa-miR-429,Papillary Renal Cell Carcinoma
hsa-miR-429,Papillary Thyroid Cancer
hsa-miR-429,Parkinson Disease
hsa-miR-429,Pituitary Adenoma
hsa-miR-429,Polycystic Ovary Syndrome
hsa-miR-429,Pre-Eclampsia
hsa-miR-429,Prostate Cancer
hsa-miR-429,Prostate Neoplasm
hsa-miR-429,Pterygium
hsa-miR-429,Rectum Adenocarcinoma
hsa-miR-429,Renal Cell Carcinoma
hsa-miR-429,Retinoblastoma
hsa-miR-429,Sarcoma
hsa-miR-429,Small Cell Lung Cancer
hsa-miR-429,Squamous Cell Carcinoma
hsa-miR-429,Stomach Adenocarcinoma
hsa-miR-429,Stomach Cancer
hsa-miR-429,Systemic Lupus Erythematosus
hsa-miR-429,Temporal Lobe Epilepsy
hsa-miR-429,Testicular Germ Cell Cancer
hsa-miR-429,Testicular Germ Cell Tumor
hsa-miR-429,Thyroid Cancer
hsa-miR-429,Thyroid Carcinoma
hsa-miR-429,Type 1 Diabetes Mellitus
hsa-miR-429,Ulcerative Colitis
hsa-miR-429,Urinary Bladder Cancer
hsa-miR-429,Uterine Corpus Endometrial Carcinoma
hsa-miR-429,Wilms Tumor
hsa-miR-449a,Adenocarcinoma
hsa-miR-449a,Adrenocortical Carcinoma
hsa-miR-449a,Alzheimer Disease
hsa-miR-449a,Bipolar Disorder
hsa-miR-449a,Bladder Cancer
hsa-miR-449a,Breast Cancer
hsa-miR-449a,Breast Carcinoma
hsa-miR-449a,Carcinoma
hsa-miR-449a,Celiac Disease
hsa-miR-449a,Cervical Cancer
hsa-miR-449a,Cervical Squamous Cell Carcinoma
hsa-miR-449a,Chronic Obstructive Pulmonary Disease
hsa-miR-449a,Colon Cancer
hsa-miR-449a,Colorectal Cancer
hsa-miR-449a,COVID-19
hsa-miR-449a,Cryptorchidism
hsa-miR-449a,Endometrial Adenocarcinoma
hsa-miR-449a,Endometrial Cancer
hsa-miR-449a,Esophageal Adenocarcinoma
hsa-miR-449a,Esophageal Cancer
hsa-miR-449a,Estrogen-Receptor Positive Breast Cancer
hsa-miR-449a,Gastric Adenocarcinoma
hsa-miR-449a,Gastric Cancer
hsa-miR-449a,Glioblastoma
hsa-miR-449a,Glioma
hsa-miR-449a,Head And Neck Squamous Cell Carcinoma
hsa-miR-449a,Hepatitis B Virus Infection
