lncRNA,disease
C1RL-AS1,Esophageal Cancer
C1RL-AS1,Glioblastoma
LINC00485,Colorectal Cancer
LINC00485,Hepatocellular Carcinoma
LINC00485,Lung Adenocarcinoma
LINC00485,Lung Cancer
SNHG10,Acute Myeloid Leukemia
SNHG10,Astrocytoma
SNHG10,Atherosclerosis
SNHG10,Bladder Cancer
SNHG10,Castration Resistant Prostate Cancer
SNHG10,Colorectal Cancer
SNHG10,Epithelial Ovarian Cancer
SNHG10,Gastric Cancer
SNHG10,Glioblastoma
SNHG10,Hepatocellular Carcinoma
SNHG10,Non-Small Cell Lung Cancer
SNHG10,Osteosarcoma
SNHG10,Parkinson Disease
LINC00641,Acute Myeloid Leukemia
LINC00641,Bladder Cancer
LINC00641,Breast Cancer
LINC00641,Cervical Cancer
LINC00641,Colorectal Cancer
LINC00641,Gastric Adenocarcinoma
LINC00641,Gastric Cancer
LINC00641,Glioma
LINC00641,Intervertebral Disc Degeneration
LINC00641,Lung Cancer
LINC00641,Non-Small Cell Lung Cancer
LINC00641,Non Small Cell Lung Cancer
LINC00641,Periodontitis
LINC00641,Prostate Adenocarcinoma
LINC00641,Prostate Cancer
LINC00641,Thyroid Cancer
FBXL19-AS1,Acute Myeloid Leukemia
FBXL19-AS1,Astrocytoma
FBXL19-AS1,Breast Cancer
FBXL19-AS1,Cervical Cancer
FBXL19-AS1,Colorectal Cancer
FBXL19-AS1,Esophageal Cancer
FBXL19-AS1,Glioma
FBXL19-AS1,Hepatocellular Carcinoma
FBXL19-AS1,Lung Adenocarcinoma
FBXL19-AS1,Lung Cancer
FBXL19-AS1,Non-Small Cell Lung Cancer
FBXL19-AS1,Oligodendroglioma
FBXL19-AS1,Osteosarcoma
FBXL19-AS1,Rheumatoid Arthritis
LINC00482,Bladder Cancer
LINC00482,COVID-19
LINC00482,Hepatocellular Carcinoma
ZNF790-AS1,COVID-19
ZNF790-AS1,Esophageal Cancer
ZNF790-AS1,Glioblastoma
ZNF790-AS1,Periodontitis
ZNF790-AS1,Thyroid Cancer
LINC00663,Breast Cancer
LINC00663,Cell Renal Cell Carcinoma
LINC00663,COVID-19
LINC00663,Gastric Cancer
LINC00663,Glioblastoma
LINC00663,Glioblastoma Multiforme
LINC00663,Glioma
LINC00663,Lung Cancer
LINC00663,Melanoma
LINC00663,Pancreatic Cancer
LINC00663,Prostate Cancer
LINC00663,Thyroid Cancer
LEMD1-AS1,Astrocytoma
LEMD1-AS1,Epithelial Ovarian Cancer
LEMD1-AS1,Ovarian Cancer
LEMD1-AS1,Thyroid Cancer
RUSC1-AS1,Astrocytoma
RUSC1-AS1,Breast Cancer
RUSC1-AS1,Cervical Cancer
RUSC1-AS1,COVID-19
RUSC1-AS1,Head And Neck Squamous Cell Carcinoma
RUSC1-AS1,Hepatocellular Carcinoma
RUSC1-AS1,Osteosarcoma
RUSC1-AS1,Periodontitis
LINC01270,Esophageal Adenocarcinoma
LINC01270,Esophageal Cancer
LINC01270,Lung Adenocarcinoma
LINC01270,Triple-Negative Breast Cancer
MIR646HG,COVID-19
MIR646HG,Periodontitis
MIR646HG,Thyroid Cancer
MIR663AHG,Esophageal Adenocarcinoma
MIR663AHG,Esophageal Cancer
MIR663AHG,Psoriasis
MIR663AHG,Thyroid Cancer
MIR663AHG,Turner Syndrome
LINC00319,Acute Myeloid Leukemia
LINC00319,Bladder Cancer
LINC00319,Breast Cancer
LINC00319,Cervical Cancer
LINC00319,Cutaneous Squamous Cell Carcinoma
LINC00319,Gastric Cancer
LINC00319,Glioma
LINC00319,Laryngeal Squamous Cell Carcinoma
LINC00319,Lung Adenocarcinoma
LINC00319,Lung Cancer
LINC00319,Nasopharynx Cancer
LINC00319,Nasopharynx Carcinoma
LINC00319,Non-Small Cell Lung Cancer
LINC00319,Oral Squamous Cell Carcinoma
LINC00319,Osteosarcoma
LINC00319,Ovarian Cancer
LINC00319,Periodontitis
LINC00319,Tumor
TTC28-AS1,Astrocytoma
TTC28-AS1,COVID-19
TTC28-AS1,Diabetic Nephropathy
TTC28-AS1,Esophageal Cancer
TTC28-AS1,Gastric Cancer
TTC28-AS1,Glioblastoma
TTC28-AS1,Glioblastoma Multiforme
TTC28-AS1,Glioma
TTC28-AS1,Medulloblastoma
TTC28-AS1,Pulmonary Artery Hypertension
TTC28-AS1,Systemic Lupus Erythematosus
TTC28-AS1,Type 2 Diabetes Mellitus
STARD7-AS1,COVID-19
STARD7-AS1,Sepsis
KIF9-AS1,Astrocytoma
KIF9-AS1,Cell Renal Cell Carcinoma
KIF9-AS1,COVID-19
KIF9-AS1,Glioblastoma Multiforme
KIF9-AS1,Melanoma
KIF9-AS1,Nasopharynx Carcinoma
KIF9-AS1,Renal Cell Carcinoma
LINC01096,Breast Cancer
LINC01096,Esophageal Cancer
LINC01096,Glioblastoma
LINC01096,Periodontitis
LINC01096,Triple-Negative Breast Cancer
HLA-F-AS1,Acute Myeloid Leukemia
HLA-F-AS1,Colorectal Cancer
HLA-F-AS1,Esophageal Cancer
HLA-F-AS1,Hepatocellular Carcinoma
HLA-F-AS1,Lung Adenocarcinoma
HLA-F-AS1,Periodontitis
HLA-F-AS1,Systemic Lupus Erythematosus
HLA-F-AS1,Thyroid Cancer
HLA-F-AS1,Triple-Negative Breast Cancer
LINC00174,Colon Adenocarcinoma
LINC00174,Colorectal Cancer
LINC00174,Colorectal Carcinoma
LINC00174,Diabetic Retinopathy
LINC00174,Esophageal Cancer
LINC00174,Glioma
LINC00174,Hepatocellular Carcinoma
LINC00174,Low-Grade Glioma
HOXA-AS2,Acute Lymphoblastic Leukemia
HOXA-AS2,Acute Myeloid Leukemia
HOXA-AS2,Acute Promyelocytic Leukemia
HOXA-AS2,Atrial Fibrillation
HOXA-AS2,Bladder Cancer
HOXA-AS2,Breast Cancer
HOXA-AS2,Cervical Cancer
HOXA-AS2,Chronic Myeloid Leukemia
HOXA-AS2,Chronic Obstructive Pulmonary Disease
HOXA-AS2,Cleidocranial Dysplasia
HOXA-AS2,Colorectal Cancer
HOXA-AS2,Endometrial Carcinoma
HOXA-AS2,Epilepsy
HOXA-AS2,Esophageal Cancer
HOXA-AS2,Gallbladder Cancer
HOXA-AS2,Gallbladder Carcinoma
HOXA-AS2,Gastric Cancer
HOXA-AS2,Glioblastoma
HOXA-AS2,Glioma
HOXA-AS2,Hepatoblastoma
HOXA-AS2,Hepatocellular Carcinoma
HOXA-AS2,Malignant Glioma
HOXA-AS2,Melanoma
HOXA-AS2,Multiple Sclerosis
HOXA-AS2,Nasopharynx Carcinoma
HOXA-AS2,Non-Small Cell Lung Cancer
HOXA-AS2,Non Small Cell Lung Cancer
HOXA-AS2,Oral Squamous Cell Carcinoma
HOXA-AS2,Osteosarcoma
HOXA-AS2,Pancreatic Cancer
HOXA-AS2,Papillary Thyroid Cancer
HOXA-AS2,Papillary Thyroid Carcinoma
HOXA-AS2,Parkinson Disease
HOXA-AS2,Prostate Cancer
HOXA-AS2,Stomach Cancer
HOXA-AS2,Thyroid Cancer
SNHG15,Acute Myeloid Leukemia
SNHG15,Bladder Cancer
SNHG15,Breast Cancer
SNHG15,Cancer
SNHG15,Cell Renal Cell Carcinoma
SNHG15,Clear Cell Renal Cell Carcinoma
SNHG15,Colon Cancer
SNHG15,Colorectal Cancer
SNHG15,Diabetic Nephropathy
SNHG15,Epithelial Ovarian Cancer
SNHG15,Esophageal Cancer
SNHG15,Gastric Cancer
SNHG15,Glioblastoma
SNHG15,Glioma
SNHG15,Hepatocellular Cancer
SNHG15,Hepatocellular Carcinoma
SNHG15,Hereditary Hemorrhagic Telangiectasia
SNHG15,Liver Cancer
SNHG15,Lung Adenocarcinoma
SNHG15,Lung Cancer
SNHG15,Lung Non-Small Cell Carcinoma
SNHG15,Malignant Glioma
SNHG15,Nasopharynx Carcinoma
SNHG15,Non-Small Cell Lung Cancer
SNHG15,Non Small Cell Lung Cancer
SNHG15,Oral Squamous Cell Carcinoma
SNHG15,Osteoarthritis
SNHG15,Osteosarcoma
SNHG15,Ovarian Cancer
SNHG15,Pancreatic Cancer
SNHG15,Pancreatic Ductal Adenocarcinoma
SNHG15,Papillary Thyroid Cancer
SNHG15,Papillary Thyroid Carcinoma
SNHG15,Prostate Cancer
SNHG15,Renal Cell Carcinoma
SNHG15,Stomach Cancer
SNHG15,Systemic Lupus Erythematosus
SNHG15,Thyroid Cancer
SNHG15,Uveal Melanoma
EPHA1-AS1,Periodontitis
LINC00996,Esophageal Cancer
LINC00996,Lung Adenocarcinoma
LINC00996,Oral Squamous Cell Carcinoma
LINC00996,Ovarian Cancer
LINC00996,Periodontitis
LINC00996,Thyroid Cancer
DLX6-AS1,Adrenocortical Carcinoma
DLX6-AS1,Astrocytoma
DLX6-AS1,Autism
DLX6-AS1,Bladder Cancer
DLX6-AS1,Breast Cancer
DLX6-AS1,Cervical Cancer
DLX6-AS1,Colorectal Cancer
DLX6-AS1,COVID-19
DLX6-AS1,Endometrial Cancer
DLX6-AS1,Esophageal Cancer
DLX6-AS1,Esophagus Squamous Cell Carcinoma
DLX6-AS1,Ewing Sarcoma
DLX6-AS1,Gastric Cancer
DLX6-AS1,Glioblastoma
DLX6-AS1,Glioma
DLX6-AS1,Hepatocellular Carcinoma
DLX6-AS1,Laryngeal Cancer
DLX6-AS1,Laryngeal Squamous Cell Cancer
DLX6-AS1,Laryngeal Squamous Cell Carcinoma
DLX6-AS1,Liver Cancer
DLX6-AS1,Low-Grade Glioma
DLX6-AS1,Lung Adenocarcinoma
DLX6-AS1,Malignant Glioma
DLX6-AS1,Nasopharynx Cancer
DLX6-AS1,Nasopharynx Carcinoma
DLX6-AS1,Nervous System Disease
DLX6-AS1,Neuroblastoma
DLX6-AS1,Non-Small Cell Lung Cancer
DLX6-AS1,Non Small Cell Lung Cancer
DLX6-AS1,Osteosarcoma
DLX6-AS1,Ovarian Cancer
DLX6-AS1,Pancreatic Cancer
DLX6-AS1,Pre-Eclampsia
DLX6-AS1,Prostate Cancer
DLX6-AS1,Renal Cell Carcinoma
DLX6-AS1,Thyroid Cancer
DLX6-AS1,Thyroid Carcinoma
DLX6-AS1,Triple-Negative Breast Cancer
SLC26A4-AS1,Alzheimer Disease
SLC26A4-AS1,Astrocytoma
SLC26A4-AS1,Breast Cancer
SLC26A4-AS1,Esophageal Adenocarcinoma
SLC26A4-AS1,Esophageal Cancer
SLC26A4-AS1,Gastric Cancer
SLC26A4-AS1,Glioma
SLC26A4-AS1,Low-Grade Glioma
SLC26A4-AS1,Malignant Glioma
SLC26A4-AS1,Papillary Thyroid Cancer
SLC26A4-AS1,Papillary Thyroid Carcinoma
SLC26A4-AS1,Thyroid Cancer
ZNF252P-AS1,Astrocytoma
ZNF252P-AS1,Esophageal Cancer
ZNF252P-AS1,Hepatocellular Carcinoma
ZNF252P-AS1,Lung Adenocarcinoma
ZNF252P-AS1,Prostate Cancer
FIRRE,Colorectal Cancer
FIRRE,COVID-19
FIRRE,Diffuse Large B-Cell Lymphoma
FIRRE,Endometrial Cancer
FIRRE,Esophageal Cancer
FIRRE,Hepatocellular Carcinoma
FIRRE,Neuroblastoma
FIRRE,Thyroid Cancer
LINC00652,Acute Lymphoblastic Leukemia
LINC00652,Astrocytoma
LINC00652,Esophageal Cancer
LINC00652,Periodontitis
LINC00652,Thyroid Cancer
LINC00339,Astrocytoma
LINC00339,Breast Cancer
LINC00339,Clear Cell Renal Cell Carcinoma
LINC00339,Colorectal Cancer
LINC00339,Endometriosis
LINC00339,Gastric Cancer
LINC00339,Glioblastoma
LINC00339,Glioblastoma Multiforme
LINC00339,Glioma
LINC00339,Hepatocellular Carcinoma
LINC00339,Laryngeal Squamous Cell Carcinoma
LINC00339,Non-Small Cell Lung Cancer
LINC00339,Ovarian Cancer
LINC00339,Pancreatic Ductal Adenocarcinoma
LINC00339,Systemic Lupus Erythematosus
LINC00339,Triple-Negative Breast Cancer
NOP14-AS1,Astrocytoma
NOP14-AS1,Esophageal Cancer
NOP14-AS1,Gastric Cancer
NOP14-AS1,Periodontitis
NOP14-AS1,Tongue Squamous Cell Carcinoma
KRTAP5-AS1,Alzheimer Disease
KRTAP5-AS1,Astrocytoma
KRTAP5-AS1,Esophageal Cancer
KRTAP5-AS1,Gastric Cancer
KRTAP5-AS1,Hepatocellular Carcinoma
KRTAP5-AS1,Pancreatic Cancer
KRTAP5-AS1,Thyroid Cancer
LINC01089,Astrocytoma
LINC01089,Breast Cancer
LINC01089,Cancer
LINC01089,Epithelial Ovarian Cancer
LINC01089,Gastric Cancer
LINC01089,Glioblastoma
LINC01089,Glioma
LINC01089,Lung Adenocarcinoma
LINC01089,Periodontitis
ASB16-AS1,Adrenocortical Carcinoma
ASB16-AS1,Cervical Cancer
ASB16-AS1,Esophageal Cancer
ASB16-AS1,Gastric Cancer
ASB16-AS1,Glioma
ASB16-AS1,Hepatocellular Carcinoma
ASB16-AS1,Low-Grade Glioma
ASB16-AS1,Non-Small Cell Lung Cancer
ASB16-AS1,Non Small Cell Lung Cancer
ASB16-AS1,Osteosarcoma
ASB16-AS1,Periodontitis
LINC00667,Breast Cancer
LINC00667,Cholangiocarcinoma
LINC00667,COVID-19
LINC00667,Glioblastoma
LINC00667,Glioma
LINC00667,Nasopharynx Carcinoma
LINC00667,Non-Small Cell Lung Cancer
LINC00667,Non Small Cell Lung Cancer
LINC00667,Polycystic Ovary Syndrome
LINC00667,Renal Fibrosis
LINC00667,Thyroid Cancer
LINC00667,Wilms Tumor
FLG-AS1,Cervical Cancer
FLG-AS1,Esophageal Cancer
FLG-AS1,Esophagus Squamous Cell Carcinoma
FLG-AS1,Type 2 Diabetes Mellitus
FLG-AS1,Uveal Melanoma
LINC01139,Breast Cancer
LINC01139,Cervical Cancer
LINC01139,Diabetic Nephropathy
LINC01139,Epithelial Ovarian Cancer
LINC01139,Esophageal Cancer
LINC01139,Glioma
LINC01139,Hepatocellular Carcinoma
LINC01139,Hereditary Hemorrhagic Telangiectasia
LINC01139,Mantle Cell Lymphoma
LINC01139,Non-Small Cell Lung Cancer
LINC01139,Non Small Cell Lung Cancer
LINC01139,Osteoarthritis
LINC01139,Osteosarcoma
LINC01139,Ovarian Cancer
LINC01139,Ovarian Carcinoma
LINC01139,Pancreatic Adenocarcinoma
LINC01139,Periodontitis
LINC01139,Thyroid Cancer
LINC01139,Triple-Negative Breast Cancer
PRR7-AS1,Colon Cancer
PRR7-AS1,Colorectal Cancer
PRR7-AS1,COVID-19
PRR7-AS1,Esophageal Cancer
PRR7-AS1,Glioblastoma
PRR7-AS1,Uveal Melanoma
DUBR,Asthma
DUBR,Atherosclerosis
DUBR,Cancer
DUBR,Chronic Obstructive Pulmonary Disease
DUBR,Colon Adenocarcinoma
DUBR,Colon Cancer
DUBR,Glioblastoma
DUBR,Lung Adenocarcinoma
DUBR,Neuroblastoma
DUBR,Periodontitis
LINC00265,Acute Myeloid Leukemia
LINC00265,Astrocytoma
LINC00265,Bladder Cancer
LINC00265,Colorectal Cancer
LINC00265,Esophageal Cancer
LINC00265,Osteosarcoma
LINC01116,Bladder Cancer
LINC01116,Breast Cancer
LINC01116,Cervical Cancer
LINC01116,Colorectal Cancer
LINC01116,Endometriosis
LINC01116,Esophageal Cancer
LINC01116,Gastric Cancer
LINC01116,Glioblastoma
LINC01116,Glioma
LINC01116,Head And Neck Squamous Cell Carcinoma
LINC01116,Hepatocellular Carcinoma
LINC01116,Lung Adenocarcinoma
LINC01116,Lung Non-Small Cell Carcinoma
LINC01116,Nasopharynx Cancer
LINC01116,Nasopharynx Carcinoma
LINC01116,Neck Squamous Cell Carcinoma
LINC01116,Non-Small Cell Lung Cancer
LINC01116,Non Small Cell Lung Cancer
LINC01116,Oral Squamous Cell Carcinoma
LINC01116,Osteosarcoma
LINC01116,Periodontitis
LINC01116,Pituitary Adenoma
LINC01116,Prostate Cancer
LINC01116,Small Cell Lung Cancer
LINC-PINT,Acute Lymphoblastic Leukemia
LINC-PINT,Alzheimer Disease
LINC-PINT,Chronic Obstructive Pulmonary Disease
LINC-PINT,Colorectal Cancer
LINC-PINT,COVID-19
LINC-PINT,Esophageal Cancer
LINC-PINT,Esophagus Squamous Cell Carcinoma
LINC-PINT,Gastric Cancer
LINC-PINT,Glioblastoma
LINC-PINT,Hepatitis C
LINC-PINT,Hepatitis C Virus Infection
LINC-PINT,High-Altitude Pulmonary Edema
LINC-PINT,Huntington's Disease
LINC-PINT,Laryngeal Cancer
LINC-PINT,Laryngeal Carcinoma
LINC-PINT,Laryngeal Squamous Cell Carcinoma
LINC-PINT,Lung Adenocarcinoma
LINC-PINT,Lung Cancer
LINC-PINT,Melanoma
LINC-PINT,Non-Small Cell Lung Cancer
LINC-PINT,Osteosarcoma
LINC-PINT,Ovarian Cancer
LINC-PINT,Pancreatic Cancer
LINC-PINT,Pancreatic Ductal Adenocarcinoma
LINC-PINT,Parkinson Disease
LINC-PINT,Periodontitis
LINC-PINT,Prostate Cancer
LINC-PINT,Renal Cell Carcinoma
LINC-PINT,Retinoblastoma
LINC-PINT,Rheumatoid Arthritis
LINC-PINT,Systemic Lupus Erythematosus
LINC-PINT,Thyroid Cancer
LINC-PINT,Triple-Negative Breast Cancer
LINC-PINT,Type 2 Diabetes Mellitus
MALAT1,Acute Lymphoblastic Leukemia
MALAT1,Acute Megakaryoblastic Leukemia
MALAT1,Acute Myeloid Leukemia
MALAT1,Acute Myocardial Infarction
MALAT1,Acute Pancreatitis
MALAT1,Acute Respiratory Distress Syndrome
MALAT1,Adenocarcinoma
MALAT1,Adrenal Cortical Carcinoma
MALAT1,Adrenocortical Carcinoma
MALAT1,Acquired Immunodeficiency Syndrome
MALAT1,Alzheimer Disease
MALAT1,Amelogenesis Imperfecta
MALAT1,Amyotrophic Lateral Sclerosis
MALAT1,Anaplastic Thyroid Cancer
MALAT1,Aortic Valve Disease
MALAT1,Asthma
MALAT1,Astrocytoma
MALAT1,Atherosclerosis
MALAT1,Atrophic Gastritis
MALAT1,Autoimmune Thyroiditis
MALAT1,B-Cell Lymphoma
MALAT1,Beta-Thalassemia
MALAT1,Bipolar Disorder
MALAT1,Bladder Cancer
MALAT1,Bladder Carcinoma
MALAT1,Bladder Transitional Cell Carcinoma
MALAT1,Bladder Urothelial Carcinoma
MALAT1,Breast Cancer
MALAT1,Calcific Aortic Valve Disease
MALAT1,Cancer
MALAT1,Cardiomyopathy
MALAT1,Cardiovascular Disease
MALAT1,Cerebral Ischemia
MALAT1,Cervical Cancer
MALAT1,Cervical Carcinoma
MALAT1,Cholangiocarcinoma
MALAT1,Choriocarcinoma
MALAT1,Chronic Hepatitis B
MALAT1,Chronic Lymphocytic Leukemia
MALAT1,Chronic Myeloid Leukemia
MALAT1,Chronic Obstructive Pulmonary Disease
MALAT1,Chronic Periodontitis
MALAT1,Clear Cell Renal Cell Carcinoma
MALAT1,Colon Cancer
MALAT1,Colorectal Cancer
MALAT1,Coronary Artery Disease
MALAT1,Coronary Atherosclerosis
MALAT1,Coronary Atherosclerotic Heart Disease
MALAT1,Coronary Heart Disease
MALAT1,COVID-19
MALAT1,Crohn's Disease
MALAT1,Cutaneous Squamous Cell Carcinoma
MALAT1,Depression
MALAT1,Diabetes Mellitus
MALAT1,Diabetic Cataract
MALAT1,Diabetic Nephropathy
MALAT1,Diabetic Retinopathy
MALAT1,Differentiated Thyroid Carcinoma
MALAT1,Diffuse Large B-Cell Lymphoma
MALAT1,Endometrial Adenocarcinoma
MALAT1,Endometrial Cancer
MALAT1,Endometrial Carcinoma
MALAT1,Endometrial Stromal Sarcoma
MALAT1,Endometrioid Carcinoma
MALAT1,Endometrioid Endometrial Cancer
MALAT1,Endometriosis
MALAT1,Epilepsy
MALAT1,Epithelial Ovarian Cancer
MALAT1,Esophageal Cancer
MALAT1,Esophageal Squamous Cancer
MALAT1,Esophageal Squamous Cell Cancer
MALAT1,Esophagus Squamous Cell Carcinoma
MALAT1,Ewing Sarcoma
MALAT1,Fatty Liver Disease
MALAT1,Fibroadenoma
MALAT1,Fibroma
MALAT1,Fibrosarcoma
MALAT1,Follicular Thyroid Carcinoma
MALAT1,Gallbladder Cancer
MALAT1,Gallbladder Carcinoma
MALAT1,Gastric Adenocarcinoma
MALAT1,Gastric Cancer
MALAT1,Gastric Carcinoma
MALAT1,Gastrointestinal Stromal Tumor
MALAT1,Gastrointestinal System Cancer
MALAT1,Gestational Diabetes Mellitus
MALAT1,Glaucoma
MALAT1,Glioblastoma
MALAT1,Glioblastoma Multiforme
MALAT1,Glioma
MALAT1,Head And Neck Squamous Cell Carcinoma
MALAT1,Hemangioma
MALAT1,Hepatitis
MALAT1,Hepatoblastoma
MALAT1,Hepatocellular Cancer
MALAT1,Hepatocellular Carcinoma
MALAT1,Hilar Cholangiocarcinoma
MALAT1,HIV
MALAT1,Hodgkin's Lymphoma
MALAT1,Hyperglycemia
MALAT1,Hypertension
MALAT1,Hypopharynx Cancer
MALAT1,Immune Thrombocytopenia
MALAT1,Infantile Hemangioma
MALAT1,Intervertebral Degenerative Disc Disease
MALAT1,Intervertebral Disc Degeneration
MALAT1,Intracranial Aneurysm
MALAT1,Kennedy's Disease
MALAT1,Kidney Cancer
MALAT1,Knee Osteoarthritis
MALAT1,Laryngeal Cancer
MALAT1,Laryngeal Carcinoma
MALAT1,Laryngeal Squamous Cell Cancer
MALAT1,Laryngeal Squamous Cell Carcinoma
MALAT1,Leukemia
MALAT1,Liver Cancer
MALAT1,Liver Cirrhosis
MALAT1,Liver Fibrosis
MALAT1,Lung Adenocarcinoma
MALAT1,Lung Cancer
MALAT1,Lung Non-Small Cell Carcinoma
MALAT1,Lung Small Cell Carcinoma
MALAT1,Lung Squamous Cell Carcinoma
MALAT1,Lymphoma
MALAT1,Major Depressive Disorder
MALAT1,Malignant Glioma
MALAT1,Malignant Melanoma
MALAT1,Mantle Cell Lymphoma
MALAT1,Medullary Thyroid Cancer
MALAT1,Medulloblastoma
MALAT1,Melanoma
MALAT1,Meningioma
MALAT1,Monocytic Leukemia
MALAT1,Multiple Myeloma
MALAT1,Multiple Sclerosis
MALAT1,Muscular Atrophy
MALAT1,Myasthenia Gravis
MALAT1,Myeloma
MALAT1,Myocardial Infarction
MALAT1,Nasopharynx Cancer
MALAT1,Nasopharynx Carcinoma
MALAT1,Neck Squamous Cell Carcinoma
MALAT1,Neuroblastoma
MALAT1,Neurodegenerative Disease
MALAT1,Neuroendocrine Neoplasm
MALAT1,Non-Alcoholic Fatty Liver
MALAT1,Non-Alcoholic Fatty Liver Disease
MALAT1,Non-Hodgkin Lymphoma
MALAT1,Non-Small Cell Lung Adenocarcinoma
MALAT1,Non-Small Cell Lung Cancer
MALAT1,Non Small Cell Lung Cancer
MALAT1,Obesity
MALAT1,Obstructive Sleep Apnea
MALAT1,Oral Squamous Cell Cancer
MALAT1,Oral Squamous Cell Carcinoma
MALAT1,Oral Tongue Squamous Cell Carcinoma
MALAT1,Ossification Of The Posterior Longitudinal Ligament
MALAT1,Osteoarthritis
MALAT1,Osteoporosis
MALAT1,Osteosarcoma
MALAT1,Ovarian Cancer
MALAT1,Ovarian Carcinoma
MALAT1,Ovarian Endometrial Cancer
MALAT1,Pancreatic Cancer
MALAT1,Pancreatic Carcinoma
MALAT1,Pancreatic Ductal Adenocarcinoma
MALAT1,Papillary Thyroid Cancer
MALAT1,Papillary Thyroid Carcinoma
MALAT1,Parkinson Disease
MALAT1,Periodontal Disease
MALAT1,Periodontitis
MALAT1,Pituitary Adenoma
MALAT1,Polycystic Ovary Syndrome
MALAT1,Pre-Eclampsia
MALAT1,Primary Pulmonary Hypertension
MALAT1,Proliferative Vitreoretinopathy
MALAT1,Prostate Cancer
MALAT1,Pulmonary Artery Hypertension
MALAT1,Pulmonary Fibrosis
MALAT1,Pulmonary Hypertension
MALAT1,Renal Cancer
MALAT1,Renal Carcinoma
MALAT1,Renal Cell Carcinoma
MALAT1,Renal Clear Cell Carcinoma
MALAT1,Retinal Degeneration
MALAT1,Retinoblastoma
MALAT1,Rhabdomyosarcoma
MALAT1,Rheumatoid Arthritis
MALAT1,Seizure
MALAT1,Sepsis
MALAT1,Silicosis
MALAT1,Skin Cutaneous Melanoma
MALAT1,Skin Squamous Cell Carcinoma
MALAT1,Small Cell Lung Cancer
MALAT1,Squamous Cell Carcinoma
MALAT1,Stomach Cancer
MALAT1,Systemic Lupus Erythematosus
MALAT1,Thymic Cancer
MALAT1,Thyroid Anaplastic Carcinoma
MALAT1,Thyroid Cancer
MALAT1,Thyroid Medullary Carcinoma
MALAT1,Tongue Cancer
MALAT1,Tongue Squamous Cell Carcinoma
MALAT1,Triple-Negative Breast Cancer
MALAT1,Tumor
MALAT1,Type 1 Diabetes Mellitus
MALAT1,Type 2 Diabetes Mellitus
MALAT1,Ulcerative Colitis
MALAT1,Unstable Angina
MALAT1,Urinary Bladder Cancer
MALAT1,Urothelial Carcinoma
MALAT1,Uterine Cancer
MALAT1,Uterine Cervical Neoplasm
MALAT1,Uveal Melanoma
MALAT1,Vitiligo
MALAT1,Vulva Squamous Cell Carcinoma
PSMA3-AS1,Colorectal Cancer
PSMA3-AS1,COVID-19
PSMA3-AS1,Diffuse Large B-Cell Lymphoma
PSMA3-AS1,Esophageal Cancer
PSMA3-AS1,Esophagus Squamous Cell Carcinoma
PSMA3-AS1,Glioma
PSMA3-AS1,Head And Neck Squamous Cell Carcinoma
PSMA3-AS1,Hodgkin's Lymphoma
PSMA3-AS1,Lung Non-Small Cell Carcinoma
PSMA3-AS1,Oral Squamous Cell Carcinoma
PSMA3-AS1,Ovarian Cancer
PSMA3-AS1,Systemic Lupus Erythematosus
SNHG5,Acute Myeloid Leukemia
SNHG5,Acute Respiratory Distress Syndrome
SNHG5,Aortic Aneurysm
SNHG5,Astrocytoma
SNHG5,Bladder Cancer
SNHG5,Bladder Carcinoma
SNHG5,Breast Cancer
SNHG5,Chronic Myeloid Leukemia
SNHG5,Chronic Obstructive Pulmonary Disease
SNHG5,Clear Cell Renal Cell Carcinoma
SNHG5,Colorectal Cancer
SNHG5,Diabetes Mellitus
SNHG5,Endometrial Cancer
SNHG5,Endometrial Carcinoma
SNHG5,Esophageal Cancer
SNHG5,Esophagus Squamous Cell Carcinoma
SNHG5,Gastric Cancer
SNHG5,Glioblastoma
SNHG5,Glioma
SNHG5,Hepatocellular Carcinoma
SNHG5,Kawasaki Disease
SNHG5,Liver Cancer
SNHG5,Low-Grade Glioma
SNHG5,Lung Adenocarcinoma
SNHG5,Lymphoma
SNHG5,Malignant Melanoma
SNHG5,Melanoma
SNHG5,Myeloid Leukemia
SNHG5,Nasopharynx Cancer
SNHG5,Nasopharynx Carcinoma
SNHG5,Neuroblastoma
SNHG5,Oral Squamous Cell Carcinoma
SNHG5,Osteoarthritis
SNHG5,Osteoporosis
SNHG5,Osteosarcoma
SNHG5,Ovarian Cancer
SNHG5,Parkinson Disease
SNHG5,Pituitary Adenoma
SNHG5,Pre-Eclampsia
SNHG5,Prostate Cancer
SNHG5,Stomach Cancer
SNHG5,Systemic Lupus Erythematosus
SNHG5,T-Cell Acute Lymphoblastic Leukemia
SNHG5,Thyroid Cancer
SNHG5,Type 2 Diabetes Mellitus
SNHG5,Ulcerative Colitis
LINC00944,Breast Cancer
LINC00944,Esophageal Adenocarcinoma
LINC00944,Esophageal Cancer
LINC00944,Glioblastoma
LINC00944,Intrahepatic Cholangiocarcinoma
LINC00944,Osteoarthritis
LINC00944,Parkinson Disease
SNHG17,Astrocytoma
SNHG17,Breast Cancer
SNHG17,Castration Resistant Prostate Cancer
SNHG17,Cell Renal Cell Carcinoma
SNHG17,Colon Adenocarcinoma
SNHG17,Colorectal Adenocarcinoma
SNHG17,Colorectal Cancer
SNHG17,COVID-19
SNHG17,Esophageal Cancer
