miRNA,disease
hsa-miR-301a-3p,cervical squamous cell carcinoma
hsa-miR-302a-3p,cervical squamous cell carcinoma
hsa-miR-302b-3p,cervical squamous cell carcinoma
hsa-miR-302c-3p,cervical squamous cell carcinoma
hsa-miR-302d-3p,cervical squamous cell carcinoma
hsa-miR-302e,cervical squamous cell carcinoma
hsa-miR-30a-5p,cervical squamous cell carcinoma
hsa-miR-30b-5p,cervical squamous cell carcinoma
hsa-miR-30c-5p,cervical squamous cell carcinoma
hsa-miR-30d-5p,cervical squamous cell carcinoma
hsa-miR-30e-5p,cervical squamous cell carcinoma
hsa-miR-3139,cervical squamous cell carcinoma
hsa-miR-31-5p,cervical squamous cell carcinoma
hsa-miR-3167,cervical squamous cell carcinoma
hsa-miR-320b,cervical squamous cell carcinoma
hsa-miR-320c,cervical squamous cell carcinoma
hsa-miR-320d,cervical squamous cell carcinoma
hsa-miR-324-5p,cervical squamous cell carcinoma
hsa-miR-32-5p,cervical squamous cell carcinoma
hsa-miR-326,cervical squamous cell carcinoma
hsa-miR-329-3p,cervical squamous cell carcinoma
hsa-miR-330-5p,cervical squamous cell carcinoma
hsa-miR-335-5p,cervical squamous cell carcinoma
hsa-miR-338-3p,cervical squamous cell carcinoma
hsa-miR-340-5p,cervical squamous cell carcinoma
hsa-miR-342-3p,cervical squamous cell carcinoma
hsa-miR-34a-5p,cervical squamous cell carcinoma
hsa-miR-34c-5p,cervical squamous cell carcinoma
hsa-miR-3529-5p,cervical squamous cell carcinoma
hsa-miR-3619-5p,cervical squamous cell carcinoma
hsa-miR-362-3p,cervical squamous cell carcinoma
hsa-miR-363-3p,cervical squamous cell carcinoma
hsa-miR-365a-3p,cervical squamous cell carcinoma
hsa-miR-3666,cervical squamous cell carcinoma
hsa-miR-367-3p,cervical squamous cell carcinoma
hsa-miR-370-3p,cervical squamous cell carcinoma
hsa-miR-371a-5p,cervical squamous cell carcinoma
hsa-miR-372-3p,cervical squamous cell carcinoma
hsa-miR-373-3p,cervical squamous cell carcinoma
hsa-miR-374a-5p,cervical squamous cell carcinoma
hsa-miR-374b-5p,cervical squamous cell carcinoma
hsa-miR-376c-3p,cervical squamous cell carcinoma
hsa-miR-377-3p,cervical squamous cell carcinoma
hsa-miR-379-5p,cervical squamous cell carcinoma
hsa-miR-381-3p,cervical squamous cell carcinoma
hsa-miR-410-3p,cervical squamous cell carcinoma
hsa-miR-421,cervical squamous cell carcinoma
hsa-miR-424-5p,cervical squamous cell carcinoma
hsa-miR-425-5p,cervical squamous cell carcinoma
hsa-miR-4262,cervical squamous cell carcinoma
hsa-miR-4295,cervical squamous cell carcinoma
hsa-miR-429,cervical squamous cell carcinoma
hsa-miR-4306,cervical squamous cell carcinoma
hsa-miR-4319,cervical squamous cell carcinoma
hsa-miR-433-3p,cervical squamous cell carcinoma
hsa-miR-4429,cervical squamous cell carcinoma
hsa-miR-4458,cervical squamous cell carcinoma
hsa-miR-448,cervical squamous cell carcinoma
hsa-miR-449a,cervical squamous cell carcinoma
hsa-miR-449b-5p,cervical squamous cell carcinoma
hsa-miR-4500,cervical squamous cell carcinoma
hsa-miR-454-3p,cervical squamous cell carcinoma
hsa-miR-4644,cervical squamous cell carcinoma
hsa-miR-4735-3p,cervical squamous cell carcinoma
hsa-miR-4782-3p,cervical squamous cell carcinoma
hsa-miR-485-5p,cervical squamous cell carcinoma
hsa-miR-486-5p,cervical squamous cell carcinoma
hsa-miR-488-3p,cervical squamous cell carcinoma
hsa-miR-490-3p,cervical squamous cell carcinoma
hsa-miR-491-5p,cervical squamous cell carcinoma
hsa-miR-494-3p,cervical squamous cell carcinoma
hsa-miR-495-3p,cervical squamous cell carcinoma
hsa-miR-497-5p,cervical squamous cell carcinoma
hsa-miR-499a-5p,cervical squamous cell carcinoma
hsa-miR-505-3p,cervical squamous cell carcinoma
hsa-miR-506-3p,cervical squamous cell carcinoma
hsa-miR-519d-3p,cervical squamous cell carcinoma
hsa-miR-520a-3p,cervical squamous cell carcinoma
hsa-miR-520c-3p,cervical squamous cell carcinoma
hsa-miR-520d-3p,cervical squamous cell carcinoma
hsa-miR-539-5p,cervical squamous cell carcinoma
hsa-miR-542-3p,cervical squamous cell carcinoma
hsa-miR-543,cervical squamous cell carcinoma
hsa-miR-544a,cervical squamous cell carcinoma
hsa-miR-590-3p,cervical squamous cell carcinoma
hsa-miR-590-5p,cervical squamous cell carcinoma
hsa-miR-599,cervical squamous cell carcinoma
hsa-miR-615-3p,cervical squamous cell carcinoma
hsa-miR-653-5p,cervical squamous cell carcinoma
hsa-miR-708-5p,cervical squamous cell carcinoma
hsa-miR-758-3p,cervical squamous cell carcinoma
hsa-miR-7-5p,cervical squamous cell carcinoma
hsa-miR-761,cervical squamous cell carcinoma
hsa-miR-873-5p,cervical squamous cell carcinoma
hsa-miR-876-5p,cervical squamous cell carcinoma
hsa-miR-92a-3p,cervical squamous cell carcinoma
hsa-miR-92b-3p,cervical squamous cell carcinoma
hsa-miR-93-5p,cervical squamous cell carcinoma
hsa-miR-9-5p,cervical squamous cell carcinoma
hsa-miR-96-5p,cervical squamous cell carcinoma
hsa-miR-98-5p,cervical squamous cell carcinoma
hsa-let-7a-5p,collecting duct carcinoma
hsa-let-7b-5p,collecting duct carcinoma
hsa-let-7c-5p,collecting duct carcinoma
hsa-let-7d-5p,collecting duct carcinoma
hsa-let-7e-5p,collecting duct carcinoma
hsa-let-7f-5p,collecting duct carcinoma
hsa-let-7g-5p,collecting duct carcinoma
hsa-let-7i-5p,collecting duct carcinoma
hsa-miR-101-3p,collecting duct carcinoma
hsa-miR-103a-3p,collecting duct carcinoma
hsa-miR-106a-5p,collecting duct carcinoma
hsa-miR-106b-5p,collecting duct carcinoma
hsa-miR-107,collecting duct carcinoma
hsa-miR-10a-5p,collecting duct carcinoma
hsa-miR-10b-5p,collecting duct carcinoma
hsa-miR-122-5p,collecting duct carcinoma
hsa-miR-124-3p,collecting duct carcinoma
hsa-miR-125a-5p,collecting duct carcinoma
hsa-miR-125b-5p,collecting duct carcinoma
hsa-miR-126-3p,collecting duct carcinoma
hsa-miR-1271-5p,collecting duct carcinoma
hsa-miR-129-5p,collecting duct carcinoma
hsa-miR-130a-3p,collecting duct carcinoma
hsa-miR-130b-3p,collecting duct carcinoma
hsa-miR-132-3p,collecting duct carcinoma
hsa-miR-135a-5p,collecting duct carcinoma
hsa-miR-135b-5p,collecting duct carcinoma
hsa-miR-136-5p,collecting duct carcinoma
hsa-miR-139-5p,collecting duct carcinoma
hsa-miR-140-5p,collecting duct carcinoma
hsa-miR-141-3p,collecting duct carcinoma
hsa-miR-144-3p,collecting duct carcinoma
hsa-miR-146a-5p,collecting duct carcinoma
hsa-miR-146b-5p,collecting duct carcinoma
hsa-miR-148a-3p,collecting duct carcinoma
hsa-miR-148b-3p,collecting duct carcinoma
hsa-miR-149-5p,collecting duct carcinoma
hsa-miR-150-5p,collecting duct carcinoma
hsa-miR-152-3p,collecting duct carcinoma
hsa-miR-153-3p,collecting duct carcinoma
hsa-miR-154-5p,collecting duct carcinoma
hsa-miR-155-5p,collecting duct carcinoma
hsa-miR-15a-5p,collecting duct carcinoma
hsa-miR-15b-5p,collecting duct carcinoma
hsa-miR-16-5p,collecting duct carcinoma
hsa-miR-17-5p,collecting duct carcinoma
hsa-miR-181a-5p,collecting duct carcinoma
hsa-miR-181b-5p,collecting duct carcinoma
hsa-miR-181c-5p,collecting duct carcinoma
hsa-miR-181d-5p,collecting duct carcinoma
hsa-miR-182-5p,collecting duct carcinoma
hsa-miR-185-5p,collecting duct carcinoma
hsa-miR-186-5p,collecting duct carcinoma
hsa-miR-18a-5p,collecting duct carcinoma
hsa-miR-18b-5p,collecting duct carcinoma
hsa-miR-190a-5p,collecting duct carcinoma
hsa-miR-191-5p,collecting duct carcinoma
hsa-miR-192-5p,collecting duct carcinoma
hsa-miR-193a-3p,collecting duct carcinoma
hsa-miR-193b-3p,collecting duct carcinoma
hsa-miR-194-5p,collecting duct carcinoma
hsa-miR-195-5p,collecting duct carcinoma
hsa-miR-196a-5p,collecting duct carcinoma
hsa-miR-196b-5p,collecting duct carcinoma
hsa-miR-197-3p,collecting duct carcinoma
hsa-miR-19a-3p,collecting duct carcinoma
hsa-miR-19b-3p,collecting duct carcinoma
hsa-miR-200a-3p,collecting duct carcinoma
hsa-miR-200b-3p,collecting duct carcinoma
hsa-miR-200c-3p,collecting duct carcinoma
hsa-miR-202-3p,collecting duct carcinoma
hsa-miR-204-5p,collecting duct carcinoma
hsa-miR-20a-5p,collecting duct carcinoma
hsa-miR-20b-5p,collecting duct carcinoma
hsa-miR-211-5p,collecting duct carcinoma
hsa-miR-212-3p,collecting duct carcinoma
hsa-miR-214-3p,collecting duct carcinoma
hsa-miR-215-5p,collecting duct carcinoma
hsa-miR-21-5p,collecting duct carcinoma
hsa-miR-216a-5p,collecting duct carcinoma
hsa-miR-219a-5p,collecting duct carcinoma
hsa-miR-23a-3p,collecting duct carcinoma
hsa-miR-23b-3p,collecting duct carcinoma
hsa-miR-23c,collecting duct carcinoma
hsa-miR-25-3p,collecting duct carcinoma
hsa-miR-27a-3p,collecting duct carcinoma
hsa-miR-27b-3p,collecting duct carcinoma
hsa-miR-28-5p,collecting duct carcinoma
hsa-miR-296-3p,collecting duct carcinoma
hsa-miR-29a-3p,collecting duct carcinoma
hsa-miR-29b-3p,collecting duct carcinoma
hsa-miR-29c-3p,collecting duct carcinoma
hsa-miR-300,collecting duct carcinoma
hsa-miR-301a-3p,collecting duct carcinoma
hsa-miR-302a-3p,collecting duct carcinoma
hsa-miR-302b-3p,collecting duct carcinoma
hsa-miR-302c-3p,collecting duct carcinoma
hsa-miR-302d-3p,collecting duct carcinoma
hsa-miR-302e,collecting duct carcinoma
hsa-miR-30a-5p,collecting duct carcinoma
hsa-miR-30b-5p,collecting duct carcinoma
hsa-miR-30c-5p,collecting duct carcinoma
hsa-miR-30d-5p,collecting duct carcinoma
hsa-miR-30e-5p,collecting duct carcinoma
hsa-miR-3139,collecting duct carcinoma
hsa-miR-31-5p,collecting duct carcinoma
hsa-miR-3167,collecting duct carcinoma
hsa-miR-320b,collecting duct carcinoma
hsa-miR-320c,collecting duct carcinoma
hsa-miR-320d,collecting duct carcinoma
hsa-miR-324-5p,collecting duct carcinoma
hsa-miR-32-5p,collecting duct carcinoma
hsa-miR-326,collecting duct carcinoma
hsa-miR-329-3p,collecting duct carcinoma
hsa-miR-330-5p,collecting duct carcinoma
hsa-miR-335-5p,collecting duct carcinoma
hsa-miR-338-3p,collecting duct carcinoma
hsa-miR-340-5p,collecting duct carcinoma
hsa-miR-342-3p,collecting duct carcinoma
hsa-miR-34a-5p,collecting duct carcinoma
hsa-miR-34c-5p,collecting duct carcinoma
hsa-miR-3529-5p,collecting duct carcinoma
hsa-miR-3619-5p,collecting duct carcinoma
hsa-miR-362-3p,collecting duct carcinoma
hsa-miR-363-3p,collecting duct carcinoma
hsa-miR-365a-3p,collecting duct carcinoma
hsa-miR-3666,collecting duct carcinoma
hsa-miR-367-3p,collecting duct carcinoma
hsa-miR-370-3p,collecting duct carcinoma
hsa-miR-371a-5p,collecting duct carcinoma
hsa-miR-372-3p,collecting duct carcinoma
hsa-miR-373-3p,collecting duct carcinoma
hsa-miR-374a-5p,collecting duct carcinoma
hsa-miR-374b-5p,collecting duct carcinoma
hsa-miR-376c-3p,collecting duct carcinoma
hsa-miR-377-3p,collecting duct carcinoma
hsa-miR-379-5p,collecting duct carcinoma
hsa-miR-381-3p,collecting duct carcinoma
hsa-miR-410-3p,collecting duct carcinoma
hsa-miR-421,collecting duct carcinoma
hsa-miR-424-5p,collecting duct carcinoma
hsa-miR-425-5p,collecting duct carcinoma
hsa-miR-4262,collecting duct carcinoma
hsa-miR-4295,collecting duct carcinoma
hsa-miR-429,collecting duct carcinoma
hsa-miR-4306,collecting duct carcinoma
hsa-miR-4319,collecting duct carcinoma
hsa-miR-433-3p,collecting duct carcinoma
hsa-miR-4429,collecting duct carcinoma
hsa-miR-4458,collecting duct carcinoma
hsa-miR-448,collecting duct carcinoma
hsa-miR-449a,collecting duct carcinoma
hsa-miR-449b-5p,collecting duct carcinoma
hsa-miR-4500,collecting duct carcinoma
hsa-miR-454-3p,collecting duct carcinoma
hsa-miR-4644,collecting duct carcinoma
hsa-miR-4735-3p,collecting duct carcinoma
hsa-miR-4782-3p,collecting duct carcinoma
hsa-miR-485-5p,collecting duct carcinoma
hsa-miR-486-5p,collecting duct carcinoma
hsa-miR-488-3p,collecting duct carcinoma
hsa-miR-490-3p,collecting duct carcinoma
hsa-miR-491-5p,collecting duct carcinoma
hsa-miR-494-3p,collecting duct carcinoma
hsa-miR-495-3p,collecting duct carcinoma
hsa-miR-497-5p,collecting duct carcinoma
hsa-miR-499a-5p,collecting duct carcinoma
hsa-miR-505-3p,collecting duct carcinoma
hsa-miR-506-3p,collecting duct carcinoma
hsa-miR-519d-3p,collecting duct carcinoma
hsa-miR-520a-3p,collecting duct carcinoma
hsa-miR-520c-3p,collecting duct carcinoma
hsa-miR-520d-3p,collecting duct carcinoma
hsa-miR-539-5p,collecting duct carcinoma
hsa-miR-542-3p,collecting duct carcinoma
hsa-miR-543,collecting duct carcinoma
hsa-miR-544a,collecting duct carcinoma
hsa-miR-590-3p,collecting duct carcinoma
hsa-miR-590-5p,collecting duct carcinoma
hsa-miR-599,collecting duct carcinoma
hsa-miR-615-3p,collecting duct carcinoma
hsa-miR-653-5p,collecting duct carcinoma
hsa-miR-708-5p,collecting duct carcinoma
hsa-miR-758-3p,collecting duct carcinoma
hsa-miR-7-5p,collecting duct carcinoma
hsa-miR-761,collecting duct carcinoma
hsa-miR-873-5p,collecting duct carcinoma
hsa-miR-876-5p,collecting duct carcinoma
hsa-miR-92a-3p,collecting duct carcinoma
hsa-miR-92b-3p,collecting duct carcinoma
hsa-miR-93-5p,collecting duct carcinoma
hsa-miR-9-5p,collecting duct carcinoma
hsa-miR-96-5p,collecting duct carcinoma
hsa-miR-98-5p,collecting duct carcinoma
hsa-let-7a-5p,colon cancer
hsa-let-7b-5p,colon cancer
hsa-let-7c-5p,colon cancer
hsa-let-7d-5p,colon cancer
hsa-let-7e-5p,colon cancer
hsa-let-7f-5p,colon cancer
hsa-let-7g-5p,colon cancer
hsa-let-7i-5p,colon cancer
hsa-miR-101-3p,colon cancer
hsa-miR-10a-5p,colon cancer
hsa-miR-10b-5p,colon cancer
hsa-miR-122-5p,colon cancer
hsa-miR-124-3p,colon cancer
hsa-miR-125a-5p,colon cancer
hsa-miR-125b-5p,colon cancer
hsa-miR-126-3p,colon cancer
hsa-miR-1271-5p,colon cancer
hsa-miR-129-5p,colon cancer
hsa-miR-132-3p,colon cancer
hsa-miR-135a-5p,colon cancer
hsa-miR-135b-5p,colon cancer
hsa-miR-136-5p,colon cancer
hsa-miR-139-5p,colon cancer
hsa-miR-141-3p,colon cancer
hsa-miR-144-3p,colon cancer
hsa-miR-146a-5p,colon cancer
hsa-miR-146b-5p,colon cancer
hsa-miR-149-5p,colon cancer
hsa-miR-150-5p,colon cancer
hsa-miR-153-3p,colon cancer
hsa-miR-154-5p,colon cancer
hsa-miR-181a-5p,colon cancer
hsa-miR-181b-5p,colon cancer
hsa-miR-181c-5p,colon cancer
hsa-miR-181d-5p,colon cancer
hsa-miR-182-5p,colon cancer
hsa-miR-185-5p,colon cancer
hsa-miR-191-5p,colon cancer
hsa-miR-192-5p,colon cancer
hsa-miR-197-3p,colon cancer
hsa-miR-200a-3p,colon cancer
hsa-miR-200b-3p,colon cancer
hsa-miR-200c-3p,colon cancer
hsa-miR-202-3p,colon cancer
hsa-miR-204-5p,colon cancer
hsa-miR-211-5p,colon cancer
hsa-miR-212-3p,colon cancer
hsa-miR-215-5p,colon cancer
hsa-miR-21-5p,colon cancer
hsa-miR-216a-5p,colon cancer
hsa-miR-23a-3p,colon cancer
hsa-miR-23b-3p,colon cancer
hsa-miR-23c,colon cancer
hsa-miR-25-3p,colon cancer
hsa-miR-27a-3p,colon cancer
hsa-miR-27b-3p,colon cancer
hsa-miR-28-5p,colon cancer
hsa-miR-296-3p,colon cancer
hsa-miR-300,colon cancer
hsa-miR-302a-3p,colon cancer
hsa-miR-302b-3p,colon cancer
hsa-miR-302c-3p,colon cancer
hsa-miR-302d-3p,colon cancer
hsa-miR-302e,colon cancer
hsa-miR-30a-5p,colon cancer
hsa-miR-30b-5p,colon cancer
hsa-miR-30c-5p,colon cancer
hsa-miR-30d-5p,colon cancer
hsa-miR-30e-5p,colon cancer
hsa-miR-3139,colon cancer
hsa-miR-31-5p,colon cancer
hsa-miR-3167,colon cancer
hsa-miR-320b,colon cancer
hsa-miR-320c,colon cancer
hsa-miR-320d,colon cancer
hsa-miR-324-5p,colon cancer
hsa-miR-32-5p,colon cancer
hsa-miR-329-3p,colon cancer
hsa-miR-335-5p,colon cancer
hsa-miR-338-3p,colon cancer
hsa-miR-340-5p,colon cancer
hsa-miR-342-3p,colon cancer
hsa-miR-34a-5p,colon cancer
hsa-miR-34c-5p,colon cancer
hsa-miR-3529-5p,colon cancer
hsa-miR-362-3p,colon cancer
hsa-miR-363-3p,colon cancer
hsa-miR-367-3p,colon cancer
hsa-miR-371a-5p,colon cancer
hsa-miR-372-3p,colon cancer
hsa-miR-373-3p,colon cancer
hsa-miR-374a-5p,colon cancer
hsa-miR-374b-5p,colon cancer
hsa-miR-377-3p,colon cancer
hsa-miR-379-5p,colon cancer
hsa-miR-381-3p,colon cancer
hsa-miR-410-3p,colon cancer
hsa-miR-421,colon cancer
hsa-miR-425-5p,colon cancer
hsa-miR-4262,colon cancer
hsa-miR-429,colon cancer
hsa-miR-4306,colon cancer
hsa-miR-4319,colon cancer
hsa-miR-433-3p,colon cancer
hsa-miR-4429,colon cancer
hsa-miR-4458,colon cancer
hsa-miR-448,colon cancer
hsa-miR-449a,colon cancer
hsa-miR-449b-5p,colon cancer
hsa-miR-4500,colon cancer
hsa-miR-4644,colon cancer
hsa-miR-485-5p,colon cancer
hsa-miR-486-5p,colon cancer
hsa-miR-490-3p,colon cancer
hsa-miR-494-3p,colon cancer
hsa-miR-495-3p,colon cancer
hsa-miR-499a-5p,colon cancer
hsa-miR-505-3p,colon cancer
hsa-miR-506-3p,colon cancer
hsa-miR-520a-3p,colon cancer
hsa-miR-520c-3p,colon cancer
hsa-miR-520d-3p,colon cancer
hsa-miR-539-5p,colon cancer
hsa-miR-542-3p,colon cancer
hsa-miR-543,colon cancer
hsa-miR-590-3p,colon cancer
hsa-miR-590-5p,colon cancer
hsa-miR-615-3p,colon cancer
hsa-miR-653-5p,colon cancer
hsa-miR-708-5p,colon cancer
hsa-miR-758-3p,colon cancer
hsa-miR-873-5p,colon cancer
hsa-miR-876-5p,colon cancer
hsa-miR-92a-3p,colon cancer
hsa-miR-92b-3p,colon cancer
hsa-miR-9-5p,colon cancer
hsa-miR-96-5p,colon cancer
hsa-miR-98-5p,colon cancer
hsa-miR-125b-5p,colorectal cancer
hsa-miR-126-3p,colorectal cancer
hsa-miR-1271-5p,colorectal cancer
hsa-miR-144-3p,colorectal cancer
hsa-miR-149-5p,colorectal cancer
hsa-miR-150-5p,colorectal cancer
hsa-miR-153-3p,colorectal cancer
hsa-miR-185-5p,colorectal cancer
hsa-miR-191-5p,colorectal cancer
hsa-miR-192-5p,colorectal cancer
hsa-miR-200b-3p,colorectal cancer
hsa-miR-200c-3p,colorectal cancer
hsa-miR-215-5p,colorectal cancer
hsa-miR-296-3p,colorectal cancer
hsa-miR-300,colorectal cancer
hsa-miR-30a-5p,colorectal cancer
hsa-miR-30b-5p,colorectal cancer
hsa-miR-30c-5p,colorectal cancer
hsa-miR-30d-5p,colorectal cancer
hsa-miR-30e-5p,colorectal cancer
hsa-miR-381-3p,colorectal cancer
hsa-miR-410-3p,colorectal cancer
hsa-miR-429,colorectal cancer
hsa-miR-4306,colorectal cancer
hsa-miR-448,colorectal cancer
hsa-miR-4644,colorectal cancer
hsa-miR-486-5p,colorectal cancer
hsa-miR-542-3p,colorectal cancer
hsa-miR-96-5p,colorectal cancer
hsa-miR-101-3p,glioblastoma
hsa-miR-10a-5p,glioblastoma
hsa-miR-10b-5p,glioblastoma
hsa-miR-124-3p,glioblastoma
hsa-miR-126-3p,glioblastoma
hsa-miR-1271-5p,glioblastoma
hsa-miR-132-3p,glioblastoma
hsa-miR-139-5p,glioblastoma
hsa-miR-141-3p,glioblastoma
hsa-miR-154-5p,glioblastoma
hsa-miR-185-5p,glioblastoma
hsa-miR-190a-5p,glioblastoma
hsa-miR-191-5p,glioblastoma
hsa-miR-192-5p,glioblastoma
hsa-miR-197-3p,glioblastoma
hsa-miR-200a-3p,glioblastoma
hsa-miR-200b-3p,glioblastoma
hsa-miR-200c-3p,glioblastoma
hsa-miR-202-3p,glioblastoma
hsa-miR-212-3p,glioblastoma
hsa-miR-215-5p,glioblastoma
hsa-miR-21-5p,glioblastoma
hsa-miR-27a-3p,glioblastoma
hsa-miR-27b-3p,glioblastoma
hsa-miR-296-3p,glioblastoma
hsa-miR-300,glioblastoma
hsa-miR-30a-5p,glioblastoma
hsa-miR-30b-5p,glioblastoma
hsa-miR-30c-5p,glioblastoma
hsa-miR-30d-5p,glioblastoma
hsa-miR-30e-5p,glioblastoma
hsa-miR-31-5p,glioblastoma
hsa-miR-320b,glioblastoma
hsa-miR-320c,glioblastoma
hsa-miR-320d,glioblastoma
hsa-miR-324-5p,glioblastoma
hsa-miR-335-5p,glioblastoma
hsa-miR-338-3p,glioblastoma
hsa-miR-3529-5p,glioblastoma
hsa-miR-365a-3p,glioblastoma
hsa-miR-371a-5p,glioblastoma
hsa-miR-379-5p,glioblastoma
hsa-miR-381-3p,glioblastoma
hsa-miR-410-3p,glioblastoma
hsa-miR-429,glioblastoma
hsa-miR-4306,glioblastoma
hsa-miR-4429,glioblastoma
hsa-miR-448,glioblastoma
hsa-miR-4644,glioblastoma
hsa-miR-486-5p,glioblastoma
hsa-miR-488-3p,glioblastoma
hsa-miR-490-3p,glioblastoma
hsa-miR-494-3p,glioblastoma
hsa-miR-495-3p,glioblastoma
hsa-miR-499a-5p,glioblastoma
hsa-miR-505-3p,glioblastoma
hsa-miR-506-3p,glioblastoma
hsa-miR-539-5p,glioblastoma
hsa-miR-542-3p,glioblastoma
hsa-miR-590-5p,glioblastoma
hsa-miR-615-3p,glioblastoma
hsa-miR-758-3p,glioblastoma
hsa-miR-96-5p,glioblastoma
hsa-let-7a-5p,hematologic cancer
hsa-let-7b-5p,hematologic cancer
hsa-let-7c-5p,hematologic cancer
hsa-let-7d-5p,hematologic cancer
hsa-let-7e-5p,hematologic cancer
hsa-let-7f-5p,hematologic cancer
hsa-let-7g-5p,hematologic cancer
hsa-let-7i-5p,hematologic cancer
hsa-miR-101-3p,hematologic cancer
hsa-miR-103a-3p,hematologic cancer
hsa-miR-107,hematologic cancer
hsa-miR-10a-5p,hematologic cancer
hsa-miR-10b-5p,hematologic cancer
hsa-miR-122-5p,hematologic cancer
hsa-miR-124-3p,hematologic cancer
hsa-miR-125a-5p,hematologic cancer
hsa-miR-125b-5p,hematologic cancer
hsa-miR-126-3p,hematologic cancer
hsa-miR-1271-5p,hematologic cancer
hsa-miR-129-5p,hematologic cancer
hsa-miR-130a-3p,hematologic cancer
hsa-miR-130b-3p,hematologic cancer
hsa-miR-132-3p,hematologic cancer
hsa-miR-135a-5p,hematologic cancer
hsa-miR-135b-5p,hematologic cancer
hsa-miR-136-5p,hematologic cancer
hsa-miR-139-5p,hematologic cancer
hsa-miR-140-5p,hematologic cancer
hsa-miR-141-3p,hematologic cancer
hsa-miR-144-3p,hematologic cancer
hsa-miR-146a-5p,hematologic cancer
hsa-miR-146b-5p,hematologic cancer
hsa-miR-148a-3p,hematologic cancer
hsa-miR-148b-3p,hematologic cancer
hsa-miR-149-5p,hematologic cancer
hsa-miR-150-5p,hematologic cancer
hsa-miR-152-3p,hematologic cancer
hsa-miR-153-3p,hematologic cancer
hsa-miR-154-5p,hematologic cancer
hsa-miR-155-5p,hematologic cancer
hsa-miR-181a-5p,hematologic cancer
hsa-miR-181b-5p,hematologic cancer
hsa-miR-181c-5p,hematologic cancer
hsa-miR-181d-5p,hematologic cancer
hsa-miR-182-5p,hematologic cancer
hsa-miR-185-5p,hematologic cancer
hsa-miR-18a-5p,hematologic cancer
hsa-miR-18b-5p,hematologic cancer
hsa-miR-191-5p,hematologic cancer
hsa-miR-192-5p,hematologic cancer
hsa-miR-193a-3p,hematologic cancer
hsa-miR-193b-3p,hematologic cancer
hsa-miR-194-5p,hematologic cancer
hsa-miR-196a-5p,hematologic cancer
hsa-miR-196b-5p,hematologic cancer
hsa-miR-197-3p,hematologic cancer
hsa-miR-19a-3p,hematologic cancer
hsa-miR-19b-3p,hematologic cancer
hsa-miR-200a-3p,hematologic cancer
hsa-miR-200b-3p,hematologic cancer
hsa-miR-200c-3p,hematologic cancer
hsa-miR-202-3p,hematologic cancer
hsa-miR-204-5p,hematologic cancer
hsa-miR-211-5p,hematologic cancer
hsa-miR-212-3p,hematologic cancer
hsa-miR-214-3p,hematologic cancer
hsa-miR-215-5p,hematologic cancer
hsa-miR-21-5p,hematologic cancer
hsa-miR-216a-5p,hematologic cancer
hsa-miR-219a-5p,hematologic cancer
hsa-miR-23a-3p,hematologic cancer
hsa-miR-23b-3p,hematologic cancer
hsa-miR-23c,hematologic cancer
hsa-miR-25-3p,hematologic cancer
hsa-miR-27a-3p,hematologic cancer
hsa-miR-27b-3p,hematologic cancer
hsa-miR-28-5p,hematologic cancer
hsa-miR-296-3p,hematologic cancer
hsa-miR-29a-3p,hematologic cancer
hsa-miR-29b-3p,hematologic cancer
hsa-miR-29c-3p,hematologic cancer
hsa-miR-300,hematologic cancer
hsa-miR-301a-3p,hematologic cancer
hsa-miR-302a-3p,hematologic cancer
hsa-miR-302b-3p,hematologic cancer
hsa-miR-302c-3p,hematologic cancer
hsa-miR-302d-3p,hematologic cancer
hsa-miR-302e,hematologic cancer
hsa-miR-30a-5p,hematologic cancer
hsa-miR-30b-5p,hematologic cancer
hsa-miR-30c-5p,hematologic cancer
hsa-miR-30d-5p,hematologic cancer
hsa-miR-30e-5p,hematologic cancer
hsa-miR-3139,hematologic cancer
hsa-miR-31-5p,hematologic cancer
hsa-miR-3167,hematologic cancer
hsa-miR-320b,hematologic cancer
hsa-miR-320c,hematologic cancer
hsa-miR-320d,hematologic cancer
hsa-miR-324-5p,hematologic cancer
hsa-miR-32-5p,hematologic cancer
hsa-miR-326,hematologic cancer
hsa-miR-329-3p,hematologic cancer
hsa-miR-330-5p,hematologic cancer
hsa-miR-335-5p,hematologic cancer
hsa-miR-338-3p,hematologic cancer
hsa-miR-340-5p,hematologic cancer
hsa-miR-342-3p,hematologic cancer
hsa-miR-34a-5p,hematologic cancer
hsa-miR-34c-5p,hematologic cancer
hsa-miR-3529-5p,hematologic cancer
hsa-miR-3619-5p,hematologic cancer
hsa-miR-362-3p,hematologic cancer
hsa-miR-363-3p,hematologic cancer
hsa-miR-3666,hematologic cancer
hsa-miR-367-3p,hematologic cancer
hsa-miR-370-3p,hematologic cancer
hsa-miR-371a-5p,hematologic cancer
hsa-miR-372-3p,hematologic cancer
hsa-miR-373-3p,hematologic cancer
hsa-miR-374a-5p,hematologic cancer
hsa-miR-374b-5p,hematologic cancer
hsa-miR-376c-3p,hematologic cancer
hsa-miR-377-3p,hematologic cancer
hsa-miR-379-5p,hematologic cancer
hsa-miR-381-3p,hematologic cancer
hsa-miR-410-3p,hematologic cancer
hsa-miR-421,hematologic cancer
hsa-miR-425-5p,hematologic cancer
hsa-miR-4262,hematologic cancer
hsa-miR-4295,hematologic cancer
hsa-miR-429,hematologic cancer
